##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infra-Estrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.601 - Promoção da Produção Vegetal";"20.602 - Promoção da Produção Animal";"20.603 - Defesa Sanitária Vegetal";"20.604 - Defesa Sanitária Animal";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Petróleo";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Áreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intra-Orçamentárias)";"Despesas (Intra-Orçamentárias)"
Prefeitura Municipal de Salto Grande - SP;3545407;SP;9156;507740.41;507740.41;0;0;232610.07;0;232610.07;0;0;0;0;0;1612801.39;168095.83;1444705.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;750259.81;138041.75;0;97591.23;452942.39;61684.44;0;0;0;0;0;0;5161589.42;5036619.68;0;0;124969.74;0;0;0;0;0;0;0;0;0;7332259.00;5461650.29;0;0;161758.36;1016359.39;0;94572.40;0;597918.56;55744.09;0;55744.09;0;0;0;0;0;0;2906314.24;533072.66;2373241.58;0;0;0;0;0;0;1607398.78;0;1607398.78;0;0;0;0;0;0;0;0;0;0;0;0;0;125294.13;0;0;0;0;0;125294.13;0;0;0;0;0;0;0;0;0;0;0;0;0;22137.42;0;0;0;0;22137.42;0;0;0;0;0;0;0;0;0;0;336711.30;0;336711.30;0;0;0;0;846819.64;0;846819.64;0;0;660074.60;0;0;0;0;0;660074.60;0;0;22157754.30;0
Prefeitura Municipal de Tucunduva - RS;4322103;RS;6024;420162.05;420162.05;0;0;0;0;0;0;0;0;0;0;3457044.85;0;3118527.11;338517.74;0;0;0;0;0;0;0;0;0;0;0;0;0;430.00;0;430.00;0;0;0;0;0;0;199666.47;10370.00;0;53408.88;135887.59;0;1626727.68;0;1626727.68;0;0;0;3702194.14;3702194.14;0;0;0;0;0;0;0;0;0;0;0;0;2201138.00;2195982.45;0;0;0;4972.73;0;182.82;0;0;96861.89;0;96861.89;0;0;0;0;0;0;179622.53;175052.53;4570.00;0;0;304.70;0;304.70;0;0;0;0;0;225.00;225.00;0;0;0;0;0;0;0;0;0;0;474031.16;0;0;0;18228.20;91879.50;363923.46;0;0;0;0;0;0;124489.31;0;124489.31;0;0;0;0;0;0;0;0;0;0;0;64.00;64.00;0;0;0;0;0;0;0;745926.59;0;745926.59;0;0;0;0;92802.09;0;92802.09;0;0;744.06;0;0;0;0;0;744.06;0;0;13322434.52;1123670.09
Prefeitura Municipal de Carnaíba - PE;2603900;PE;19187;1035057.83;1035057.83;0;0;0;0;0;0;0;0;0;0;2889053.13;0;2314203.23;441458.30;160.00;0;3261.80;0;129969.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;729611.61;290.10;0;205558.31;196856.42;326906.78;1294572.06;0;1294572.06;0;0;0;8403421.07;3131878.02;2887913.05;0;136358.05;24579.80;0;2222692.15;352687.26;352687.26;0;0;0;0;16048750.26;14516733.69;0;0;0;1384183.30;137263.27;0;0;10570.00;996589.50;0;948988.22;47601.28;0;0;0;0;0;4265239.58;1596203.00;609463.37;0;2059573.21;0;0;0;0;157792.55;0;157792.55;0;0;0;0;0;0;0;0;0;0;0;0;0;635963.67;0;0;0;0;224604.51;11300.00;0;400059.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51621.81;0;48053.81;0;0;0;3568.00;383791.12;0;383791.12;0;0;315360.07;0;0;134885.37;0;0;180474.70;0;0;37559511.52;0
Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;57372;2805696.25;2805696.25;0;0;0;0;0;0;0;0;0;0;7564106.64;0;7543471.69;4044.95;0;0;0;0;0;16590.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3913418.09;0;0;35027.60;612899.43;3265491.06;0;0;0;0;0;0;30164767.52;7601595.90;12708340.00;345975.21;1266527.54;0;0;8242328.87;1220.00;0;0;1220.00;0;0;25394715.98;0;0;0;0;0;0;0;19261705.01;6133010.97;1079026.82;0;235380.00;843646.82;2077125.69;0;16000.00;0;2061125.69;5551348.10;202035.30;1632450.72;0;3716862.08;0;0;0;0;5353409.30;0;28900.13;5324509.17;233867.12;241.00;0;0;0;0;233626.12;196297.83;0;0;0;196297.83;2127274.95;0;0;0;0;0;0;0;2127274.95;0;0;0;0;0;0;0;0;0;0;0;258844.48;0;0;0;0;0;258844.48;0;0;0;0;0;0;0;0;0;1431422.51;0;151588.26;0;0;0;1279834.25;659993.89;0;189251.50;0;470742.39;2245596.78;427265.63;0;0;0;1480504.03;228077.12;0;109750.00;91058131.95;380737.15
Prefeitura Municipal de Monte Santo do Tocantins - TO;1713700;TO;2196;383473.08;383473.08;0;0;0;0;0;0;0;0;0;0;1645267.76;7160.79;1408272.17;225094.40;0;0;0;0;0;0;0;0;4740.40;0;0;0;0;0;0;0;0;0;0;0;0;0;296172.96;0;1124.77;46115.07;248933.12;0;111277.32;111277.32;0;0;0;0;1233671.11;720369.21;440178.48;0;4045.00;49196.72;0;19881.70;0;0;0;0;0;0;2614652.20;2469729.94;0;0;0;80405.41;0;0;0;64516.85;2500.00;0;2500.00;0;0;0;0;0;0;224941.09;84293.52;140647.57;0;0;1500.00;0;1500.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120175.37;10028.00;0;0;0;0;0;0;110147.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4070.00;0;0;4070.00;2299.23;2299.23;0;0;0;573684.63;0;573684.63;0;0;0;0;63790.71;0;40436.53;0;23354.18;0;0;0;0;0;0;0;0;0;7277475.46;0
Prefeitura Municipal de Coxixola - PB;2504850;PB;1856;0;0;0;0;0;0;0;0;0;0;0;0;1132198.11;0;1119051.56;0;0;0;0;0;0;0;0;0;13146.55;0;0;0;0;0;0;0;0;0;0;0;0;0;286414.86;0;0;47056.43;239358.43;0;0;0;0;0;0;0;1956018.02;1889154.04;39779.00;0;0;27084.98;0;0;0;0;0;0;0;0;1166584.49;974320.69;0;0;101102.00;20999.48;43516.64;0;0;26645.68;18589.37;0;18589.37;0;0;0;0;0;0;752087.33;752087.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247855.43;0;9975.00;0;0;14738.00;181402.13;0;41740.30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99753.12;0;24008.12;75745.00;173309.13;0;173309.13;0;0;217176.46;0;217176.46;0;0;0;0;263735.10;0;92266.59;0;171468.51;0;0;0;0;0;0;0;0;0;6313721.42;0
Prefeitura Municipal de Novo Santo Antônio - MT;5106315;MT;2232;638755.96;638755.96;0;0;0;0;0;0;0;0;0;0;3254417.84;0;3254417.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579161.31;3455.49;0;96472.14;479233.68;0;0;0;0;0;0;0;2769259.93;2769259.93;0;0;0;0;0;0;108448.02;108448.02;0;0;0;0;2558100.85;2540666.85;0;0;0;17434.00;0;0;0;0;104074.17;0;104074.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251119.55;0;251119.55;0;0;0;0;0;0;0;0;0;0;0;0;0;170736.80;0;0;0;0;678.00;0;0;170058.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42902.99;0;42902.99;0;0;176882.23;176882.23;0;0;0;0;0;0;0;10653859.65;0
Prefeitura Municipal de Piraí - RJ;3304003;RJ;27311;6126419.31;5906626.37;0;219792.94;0;0;0;0;0;0;0;0;22199066.89;0;15095912.52;2817305.02;562436.35;0;538684.88;0;1798416.43;0;0;1386311.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2057199.08;5292.00;0;144819.37;1856824.39;50263.32;8890284.88;0;6954861.13;0;0;1935423.75;40660688.66;14850919.96;18584954.86;1149220.31;2303713.27;0;0;3771880.26;1800.00;0;0;0;0;1800.00;33690900.00;27837963.80;0;234333.20;0;3101691.40;0;428000.00;0;2088911.60;4370373.59;1344026.25;3020069.42;6277.92;0;0;0;0;0;3663721.19;324745.35;1401590.24;0;1937385.60;301251.42;0;301251.42;0;3479030.78;0;314683.74;3164347.04;3109470.33;64228.00;70080.00;0;0;0;2975162.33;0;0;0;0;0;1300288.65;2640.00;71875.00;0;36605.00;0;231356.00;0;957812.65;0;0;0;0;1977278.47;1977278.47;0;0;0;0;0;102100.00;1320.00;0;0;0;100780.00;0;0;0;0;0;0;0;0;0;0;3397584.28;0;2372238.36;0;0;0;1025345.92;3732571.70;0;1323855.10;1222483.60;1186233.00;1963501.57;0;0;471077.02;0;1464072.27;28352.28;0;0;141023530.80;5746399.69
Prefeitura Municipal de Bozano - RS;4302584;RS;2248;508660.63;508660.63;0;0;0;0;0;0;0;0;0;0;1904849.15;0;1565572.20;0;201824.97;0;0;0;0;137451.98;0;0;0;0;0;0;0;8373.75;8373.75;0;0;0;0;0;0;0;250762.75;2710.00;8307.31;67773.67;171971.77;0;0;0;0;0;0;0;2201095.58;2130226.27;0;0;64234.48;6634.83;0;0;0;0;0;0;0;0;1327469.38;1180005.54;0;0;40000.00;103263.84;0;4200.00;0;0;4050.00;0;4050.00;0;0;0;0;0;0;313438.04;199344.49;114093.55;0;0;0;0;0;0;49756.93;36974.40;12782.53;0;52442.89;1700.00;50742.89;0;0;0;0;0;0;0;0;0;441289.72;425972.72;15317.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120143.66;98236.34;21907.32;0;0;1276596.10;0;1276596.10;0;0;0;0;134524.66;0;14031.36;120493.30;0;291071.42;0;0;281599.83;0;9471.59;0;0;0;8884524.66;0
Prefeitura Municipal de Caiabu - SP;3508900;SP;4201;568620.36;568620.36;0;0;0;0;0;0;0;0;0;0;1956483.34;0;1956483.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;584932.61;2960.67;0;65881.41;516090.53;0;0;0;0;0;0;0;3088159.82;2994229.50;0;0;39467.17;54463.15;0;0;0;0;0;0;0;0;2962797.17;2069876.35;0;0;31372.00;861548.82;0;0;0;0;21196.25;0;21196.25;0;0;0;0;0;0;794509.52;794509.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474363.92;0;0;0;0;0;474363.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1726174.83;0;1726174.83;0;0;0;0;64525.33;0;64525.33;0;0;627953.71;0;0;140000.00;0;0;487953.71;0;0;12869716.86;0
Prefeitura Municipal de Poxoréo - MT;5107008;MT;16919;1252080.20;1252080.20;0;0;0;0;0;0;0;0;0;0;5548566.31;0;2437951.02;2251008.22;0;0;0;0;0;67310.81;0;0;792296.26;0;0;0;0;0;0;0;0;0;0;0;0;0;1548239.66;20084.84;0;118908.94;166605.93;1242639.95;1348440.88;1348440.88;0;0;0;0;7493254.07;7379387.61;0;109906.46;3960.00;0;0;0;0;0;0;0;0;0;6991498.61;6491750.95;0;0;0;271997.27;0;0;0;227750.39;41971.70;0;41971.70;0;0;0;0;0;0;541356.15;63281.74;84272.26;0;393802.15;0;0;0;0;738396.20;0;738396.20;0;297739.38;21700.00;0;0;0;0;276039.38;0;0;0;0;0;553386.27;0;0;0;0;0;0;0;553386.27;0;0;0;0;284116.16;163865.19;0;0;0;0;120250.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2721435.35;0;2721435.35;0;0;0;0;54577.26;0;54577.26;0;0;0;0;0;0;0;0;0;0;0;29415058.20;0
Prefeitura Municipal de Abadia de Goiás - GO;5200050;GO;7567;735884.03;735884.03;0;0;79.90;79.90;0;0;0;0;0;0;2931939.13;0;2256736.94;675202.19;0;0;0;0;0;0;0;0;0;0;0;0;0;158980.76;158980.76;0;0;0;0;0;0;0;990483.83;14742.30;135291.99;0;840449.54;0;435317.16;0;0;0;435317.16;0;3361043.67;0;3336989.29;0;24054.38;0;0;0;0;0;0;0;0;0;6726561.48;6705753.86;16770.00;0;0;4037.62;0;0;0;0;27259.04;0;27259.04;0;0;0;0;0;0;0;0;0;0;0;2024691.17;0;2024691.17;0;0;0;0;0;212610.65;212610.65;0;0;0;0;0;0;0;0;0;0;133812.18;0;0;0;0;0;133812.18;0;0;0;0;0;0;80.00;80.00;0;0;0;0;0;59523.83;0;0;0;0;59523.83;0;18.40;18.40;0;0;252405.78;0;252405.78;0;0;467879.59;0;467879.59;0;0;0;0;45051.63;45051.63;0;0;0;0;0;0;0;0;0;0;0;0;18563622.23;0
Prefeitura Municipal de Madre de Deus - BA;2919926;BA;19600;6294416.28;6294416.28;0;0;0;0;0;0;0;0;0;0;32669694.08;0;22819702.78;0;0;9847501.30;2490.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5476910.08;0;0;95710.92;3653709.75;1727489.41;0;0;0;0;0;0;25533909.92;3520424.00;17496380.95;0;0;28990.00;0;4488114.97;1500.00;0;1500.00;0;0;0;25885978.17;17212430.75;0;0;1416098.40;680367.76;0;0;0;6577081.26;7885487.01;0;6655755.10;1229731.91;0;0;0;0;0;15918811.25;13619197.01;2299614.24;0;0;0;0;0;0;0;0;0;0;905007.61;0;0;0;0;0;905007.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147398.89;0;147398.89;0;0;0;0;0;0;0;0;0;0;0;0;0;15.40;0;15.40;0;0;0;0;2428576.39;0;1437490.52;0;991085.87;5392986.27;0;0;0;0;0;5392986.27;0;0;128540691.35;0
Prefeitura Municipal de Caxias - MA;2103000;MA;159396;6290557.04;6290557.04;0;0;836789.78;0;836789.78;0;0;0;0;0;61326910.05;0;61326910.05;0;0;0;0;0;0;0;0;0;0;48000.00;0;0;0;2499739.37;0;0;0;2499739.37;0;0;0;0;9576217.36;0;0;0;9576217.36;0;9375799.48;1263064.58;8112734.90;0;0;0;117130029.88;117130029.88;0;0;0;0;0;0;321462.59;321462.59;0;0;0;0;104807283.75;104807283.75;0;0;0;0;0;0;0;0;5711595.10;0;5711595.10;0;1452391.15;0;1452391.15;0;0;13587861.26;0;13587861.26;0;0;807469.11;0;807469.11;0;12081425.40;0;12081425.40;0;494967.97;0;0;0;0;0;494967.97;0;0;0;0;0;1724234.05;0;0;0;0;1724234.05;0;0;0;0;0;0;0;238021.05;0;238021.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12513637.47;0;12513637.47;0;0;16306328.34;0;16306328.34;0;0;0;0;1910769.46;1910769.46;0;0;0;3596520.66;0;0;3596520.66;0;0;0;0;0;382638010.32;0
Prefeitura Municipal de Bela Vista do Maranhão - MA;2101772;MA;10717;0;0;0;0;0;0;0;0;0;0;0;0;3576636.66;0;3576636.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544338.93;0;0;173659.94;249619.35;121059.64;107817.33;0;0;0;0;107817.33;6346735.73;4976423.03;1370312.70;0;0;0;0;0;0;0;0;0;0;0;14706166.15;13116113.30;174500.77;0;0;94504.34;878169.92;0;0;442877.82;1313200.00;0;1313200.00;0;0;0;0;0;0;509550.91;509550.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40922.31;40922.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38227.54;0;38227.54;0;0;1215383.19;0;1215383.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28398978.75;0
Prefeitura Municipal de Santa Fé do Araguaia - TO;1718865;TO;7054;470959.66;470959.66;0;0;0;0;0;0;0;0;0;0;1539671.47;384590.32;1038516.52;116564.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684600.65;0;0;0;0;684600.65;0;0;0;0;0;0;2717244.90;1474391.82;62904.00;12058.00;0;31796.32;0;1136094.76;0;0;0;0;0;0;7432415.95;4730298.66;0;0;78000.00;1485340.18;0;0;0;1138777.11;50000.00;0;50000.00;0;50657.60;0;0;0;50657.60;500000.00;300000.00;200000.00;0;0;0;0;0;0;563573.95;0;563573.95;0;29428.07;0;29428.07;0;0;0;0;34502.11;0;0;0;34502.11;50000.00;0;0;0;0;0;0;0;50000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000.00;0;0;0;100000.00;1058007.38;0;700000.00;0;0;0;358007.38;142679.87;0;142679.87;0;0;0;0;0;0;0;0;0;0;0;15423741.61;0
Prefeitura Municipal de Barra de Santana - PB;2501575;PB;8305;503330.31;503330.31;0;0;0;0;0;0;0;0;0;0;939457.95;0;726194.57;213263.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426224.77;0;0;0;426224.77;0;0;0;0;0;0;0;3845741.08;1922097.70;1923643.38;0;0;0;0;0;0;0;0;0;0;0;6486610.12;5970218.54;0;0;0;514393.39;0;0;0;1998.19;191086.70;0;0;191086.70;0;0;0;0;0;1036299.46;93515.95;942783.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;556810.59;0;0;0;0;0;0;0;556810.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613.68;0;613.68;0;0;0;0;103536.14;0;103536.14;0;0;415707.62;0;0;184100.09;0;0;231607.53;0;0;14505418.42;0
Prefeitura Municipal de Sítio Novo - MA;2111805;MA;17449;0;0;0;0;0;0;0;0;0;0;0;0;6494606.66;0;6181949.69;0;0;0;0;0;7560.00;0;0;0;305096.97;0;0;0;0;0;0;0;0;0;0;0;0;0;669742.62;0;0;307420.84;362321.78;0;64558.04;64558.04;0;0;0;0;7654801.55;2034272.27;4009592.15;0;0;44652.05;0;1566285.08;0;0;0;0;0;0;12982982.44;12232367.81;0;0;0;311271.75;18109.23;0;0;421233.65;34430.39;0;26459.99;7970.40;0;0;0;0;0;755780.17;755106.54;673.63;0;0;0;0;0;0;514553.17;255378.84;259174.33;0;0;0;0;0;0;0;0;0;0;0;0;0;2125.78;0;2125.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1001878.87;0;1001878.87;0;0;85696.46;0;85696.46;0;0;0;0;0;0;0;0;0;134675.19;0;0;0;0;0;134675.19;0;0;30395831.34;0
Prefeitura Municipal de Paim Filho - RS;4313607;RS;4276;285812.97;285812.97;0;0;0;0;0;0;0;0;0;0;1472919.86;0;948448.94;492874.33;0;0;0;0;151.00;0;0;31445.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435385.06;3519.88;0;66611.35;85958.34;279295.49;232230.15;0;232230.15;0;0;0;2662442.29;1661359.05;996713.54;0;0;0;0;4369.70;0;0;0;0;0;0;3326129.88;3168098.54;400.00;0;16735.00;98234.73;0;0;0;42661.61;18020.76;0;18020.76;0;0;0;0;0;0;22861.83;1546.00;21315.83;0;0;113695.59;113695.59;0;0;264194.11;0;264194.11;0;141.20;0;141.20;0;0;0;0;0;0;0;0;0;2031243.25;4554.00;992886.50;0;0;7000.00;60007.32;0;966795.43;0;0;0;0;2950.00;2950.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122359.93;122359.93;0;0;0;1824811.99;0;1824811.99;0;0;0;0;52888.20;0;7050.81;45837.39;0;152004.66;0;0;152004.66;0;0;0;0;0;13020091.73;0
Prefeitura Municipal de Mirante do Paranapanema - SP;3530201;SP;17820;866177.73;866177.73;0;0;0;0;0;0;0;0;0;0;4154690.86;0;3587750.87;0;0;0;0;0;0;0;0;0;566939.99;21117.88;0;0;21117.88;108853.65;0;108853.65;0;0;0;0;0;0;1126688.85;275721.30;0;295532.40;555435.15;0;227196.38;0;227196.38;0;0;0;11204975.18;11204975.18;0;0;0;0;0;0;487174.58;0;487174.58;0;0;0;14987823.85;10620703.64;0;262409.03;0;2748200.70;0;0;0;1356510.48;824626.41;0;824626.41;0;0;0;0;0;0;4187491.28;4187491.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1457122.59;0;0;0;0;1457122.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2036241.38;0;2036241.38;0;0;0;0;661811.28;0;661811.28;0;0;1957017.71;0;0;1957017.71;0;0;0;0;0;44309009.61;0
Prefeitura Municipal de Japaratuba - SE;2803302;SE;17903;1639343.34;1639343.34;0;0;0;0;0;0;0;0;0;0;15230997.04;0;0;0;0;0;0;0;0;0;0;0;15230997.04;0;0;0;0;0;0;0;0;0;0;0;0;0;3420623.15;0;0;0;0;3420623.15;0;0;0;0;0;0;9050601.30;0;0;0;0;0;0;9050601.30;0;0;0;0;0;0;21280453.97;0;0;0;0;0;0;0;0;21280453.97;4163897.15;0;0;4163897.15;0;0;0;0;0;5680620.70;0;0;0;5680620.70;0;0;0;0;360000.00;0;0;360000.00;5343546.83;0;0;0;0;0;5343546.83;0;0;0;0;0;863442.19;0;0;0;0;0;0;0;863442.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10322.66;0;0;0;0;0;10322.66;488015.94;0;0;0;488015.94;38981.36;0;0;0;0;0;0;0;38981.36;67570845.63;0
Prefeitura Municipal de Sítio do Mato - BA;2930758;BA;13188;757556.37;757556.37;0;0;0;0;0;0;0;0;0;0;3374158.05;0;2864616.01;0;0;93138.00;0;0;0;416404.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;397094.90;0;0;18104.80;378990.10;0;0;0;0;0;0;0;4580998.94;4122459.55;438472.67;0;0;0;0;20066.72;0;0;0;0;0;0;8344981.92;8053980.88;0;0;0;0;0;70709.33;0;220291.71;154000.00;0;154000.00;0;0;0;0;0;0;1957325.93;0;1957325.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266746.38;266746.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7228.92;0;7228.92;0;0;0;0;82250.00;0;0;82250.00;0;548288.17;0;0;548288.17;0;0;0;0;0;20470629.58;370008.52
