##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infraestrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.608 - Promoção da Produção Agropecuária";"20.609 - Defesa Agropecuária";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Combustíveis Minerais";"25.754 - Biocombustíveis";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Aéreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Outras Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)"
Prefeitura Municipal de Icém - SP;3519808;SP;7938;1078008.12;1078008.12;0;0;0;0;0;0;0;0;0;0;3705063.61;0;3100279.12;604784.49;0;0;0;0;0;0;0;0;0;0;0;0;0;20997.25;20997.25;0;0;0;0;0;0;0;2532230.26;171303.17;456895.51;270549.26;1633482.32;0;1510608.60;1510608.60;0;0;0;0;8514339.45;8514339.45;0;0;0;0;0;0;0;0;0;0;0;0;10097872.83;7354994.81;0;210123.96;177046.24;1767411.88;0;0;0;588295.94;329344.56;294805.93;34538.63;0;0;0;0;0;0;1138850.63;672536.55;466314.08;0;0;0;0;0;0;0;0;0;0;9643.63;9643.63;0;0;0;0;0;0;0;0;0;0;275357.59;0;275357.59;0;0;0;0;0;0;0;0;9444.65;9444.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228249.14;0;228249.14;0;0;0;738666.55;0;738666.55;0;0;0;0;643468.63;0;528464.34;115004.29;0;642876.23;0;0;0;0;0;642876.23;0;0;31475021.73;0
Prefeitura Municipal de Itaipé - MG;3132305;MG;12489;725836.69;0;0;725836.69;0;0;0;0;0;0;0;0;3205079.46;252738.67;2306687.18;645653.61;0;0;0;0;0;0;0;0;0;0;0;0;0;27677.07;27677.07;0;0;0;0;0;0;0;1088667.01;0;0;300.30;1088366.71;0;109030.77;0;109030.77;0;0;0;4638490.66;4427683.46;87637.00;0;91750.62;31419.58;0;0;0;0;0;0;0;0;8789493.61;7834851.86;0;0;0;761473.59;63897.61;0;0;129270.55;203642.86;0;203642.86;0;0;0;0;0;0;1528190.84;137417.65;1390773.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;602948.17;0;115277.12;0;0;0;487671.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;658568.97;0;658568.97;0;0;0;0;299760.72;0;0;299760.72;0;104213.40;0;0;0;0;0;104213.40;0;0;21981600.23;0
Prefeitura Municipal de Patu - RN;2409308;RN;12635;845161.43;845161.43;0;0;0;0;0;0;0;0;0;0;2816433.42;0;536395.89;2161604.48;0;0;0;0;0;0;0;35737.32;82695.73;0;0;0;0;0;0;0;0;0;0;0;0;0;699030.75;0;0;58788.72;640242.03;0;0;0;0;0;0;0;6541644.42;4249313.57;1184480.48;488992.69;0;618857.68;0;0;0;0;0;0;0;0;6522788.51;6468232.06;0;0;0;42386.55;5823.30;6346.60;0;0;212204.23;0;212204.23;0;0;0;0;0;0;2153597.41;228000.00;1925597.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364911.79;0;0;0;0;0;364911.79;0;0;0;0;0;0;0;0;0;0;0;611501.61;0;0;0;0;611501.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18982.86;0;18982.86;0;0;1232443.39;138505.76;0;0;0;146326.76;0;0;947610.87;22018699.82;140196.71
Prefeitura Municipal de Nossa Senhora das Graças - PR;4116406;PR;4059;0;0;0;0;81180.54;81180.54;0;0;0;0;0;0;2264563.88;0;2027558.34;125858.58;483.00;0;0;0;0;110663.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452441.45;0;0;12972.72;439468.73;0;0;0;0;0;0;0;3421119.62;3421119.62;0;0;0;0;0;0;0;0;0;0;0;0;3352822.37;2630056.96;0;0;0;722765.41;0;0;0;0;35386.49;0;35386.49;0;0;0;0;0;0;1112614.79;0;1112614.79;0;0;0;0;0;0;415257.68;0;415257.68;0;0;0;0;0;0;0;0;0;0;0;0;0;123880.86;13924.54;0;0;109956.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;357979.87;0;357979.87;0;0;0;0;79188.22;0;79188.22;0;0;188158.05;0;0;188158.05;0;0;0;0;0;11884593.82;0
Prefeitura Municipal de Simolândia - GO;5220686;GO;6804;641117.29;641117.29;0;0;0;0;0;0;0;0;0;0;2051533.14;0;2051533.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9720.10;9720.10;0;0;0;0;0;0;0;518841.14;0;0;0;518841.14;0;951222.95;951222.95;0;0;0;0;3656109.94;3656109.94;0;0;0;0;0;0;126809.82;0;0;0;0;126809.82;4403501.13;4403501.13;0;0;0;0;0;0;0;0;19268.03;0;19268.03;0;0;0;0;0;0;755743.57;755743.57;0;0;0;0;0;0;0;294068.89;0;294068.89;0;32900.00;32900.00;0;0;0;0;0;0;0;0;0;0;890413.93;890413.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;666472.12;0;666472.12;0;0;0;0;101735.24;0;101735.24;0;0;0;0;0;0;0;0;0;0;0;15119457.29;0
Prefeitura Municipal de Coroaci - MG;3119203;MG;10422;777583.99;777583.99;0;0;132388.52;132388.52;0;0;0;0;0;0;2784231.95;0;2434944.72;245473.66;27552.56;0;0;0;0;76261.01;0;0;0;12022.40;0;0;0;89443.65;66443.65;23000.00;0;0;0;0;0;0;656550.10;850.00;0;155433.81;163631.16;336635.13;1571813.53;53351.65;1518461.88;0;0;0;5068176.73;3756700.05;111995.67;55016.12;11600.55;75094.75;24957.00;1032812.59;207412.60;207412.60;0;0;0;0;6276426.48;4752973.77;0;0;0;426489.40;0;0;0;1096963.31;474873.41;0;474873.41;0;0;0;0;0;0;1860012.05;1204486.50;655525.55;0;0;0;0;0;0;159477.82;0;159477.82;0;54416.67;54416.67;0;0;0;0;0;0;0;0;0;0;352343.67;0;94200.00;0;0;0;258143.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321535.46;0;321535.46;0;0;0;703708.19;0;703708.19;0;0;0;0;148586.19;0;138226.76;0;10359.43;614100.70;0;0;614100.70;0;0;0;0;0;22265104.11;582805.82
Prefeitura Municipal de Jaguaribara - CE;2306801;CE;10999;952770.99;952770.99;0;0;0;0;0;0;0;0;0;0;2250779.45;0;2062965.80;42061.35;61226.67;0;0;0;0;0;0;0;84525.63;0;0;0;0;0;0;0;0;0;0;0;0;0;936179.04;34576.53;920.00;221472.08;394435.22;284775.21;0;0;0;0;0;0;6226645.18;2272749.86;3363590.59;0;122345.86;0;0;467958.87;0;0;0;0;0;0;9747917.85;8054536.36;150747.31;0;0;929246.19;128628.02;0;0;484759.97;79922.09;0;79922.09;0;93960.96;0;0;0;93960.96;1873104.70;0;1525668.15;0;347436.55;0;0;0;0;0;0;0;0;147279.11;0;0;0;147279.11;0;0;13773.06;13773.06;0;0;0;101878.59;100328.59;0;0;1550.00;0;0;0;0;0;0;0;0;0;0;0;0;0;7640.00;0;0;0;0;7640.00;0;243.97;0;243.97;0;0;0;0;0;0;0;727.80;0;0;0;0;0;727.80;22258.82;0;22258.82;0;0;412591.12;0;0;199950.21;0;0;212640.91;0;0;22867672.73;0
Prefeitura Municipal de Ocauçu - SP;3533700;SP;4299;633337.75;633337.75;0;0;0;0;0;0;0;0;0;0;1755422.33;0;649568.73;1105853.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637705.75;35659.04;0;164314.23;437732.48;0;0;0;0;0;0;0;3864092.52;3771585.33;58771.70;0;31890.56;1844.93;0;0;51628.39;51628.39;0;0;0;0;4442192.37;2649342.32;50833.98;0;134405.67;1387744.49;0;0;0;219865.91;14023.40;0;14023.40;0;0;0;0;0;0;1518366.10;194778.49;1323587.61;0;0;0;0;0;0;967922.16;0;967922.16;0;59205.26;59205.26;0;0;0;0;0;0;0;0;0;0;65789.08;0;0;0;0;0;65789.08;0;0;0;0;0;0;0;0;0;0;0;546.44;0;0;0;0;546.44;0;0;0;0;0;0;0;0;0;0;0;1377603.49;0;1377603.49;0;0;0;0;191483.07;0;191483.07;0;0;241690.04;0;0;241690.04;0;0;0;0;0;15821008.15;0
Prefeitura Municipal de Artur Nogueira - SP;3503802;SP;49346;1635499.96;1635499.96;0;0;476975.18;0;476975.18;0;0;0;0;0;11111396.00;0;5595104.32;2274029.74;0;0;102977.09;0;0;0;0;0;3139284.85;0;0;0;0;4099256.66;4099256.66;0;0;0;0;0;0;0;3262067.64;520080.00;0;167021.32;2574966.32;0;7074525.53;0;7074525.53;0;0;0;24472447.50;22848028.69;908738.81;0;576181.33;139498.67;0;0;0;0;0;0;0;0;34920526.04;20354971.83;0;0;0;9984017.42;0;0;0;4581536.79;1710924.79;0;1710924.79;0;0;0;0;0;0;10353370.65;5350308.19;5003062.46;0;0;0;0;0;0;13035657.37;0;13035657.37;0;0;0;0;0;0;0;0;0;0;0;0;0;653138.86;0;653138.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2534420.68;0;2534420.68;0;0;0;247224.02;0;247224.02;0;0;0;0;601288.89;0;601288.89;0;0;0;0;0;0;0;0;0;0;0;116188719.77;6695876.41
Prefeitura Municipal de Nazaré do Piauí - PI;2206704;PI;7279;498332.36;37530.63;460801.73;0;0;0;0;0;0;0;0;0;1975252.00;0;1289488.68;28685.95;144816.00;0;0;0;0;0;0;390.00;511871.37;0;0;0;0;0;0;0;0;0;0;0;0;0;503589.68;433.80;0;8445.21;494710.67;0;0;0;0;0;0;0;3622301.06;228308.86;2408366.76;858042.07;30469.98;97113.39;0;0;0;0;0;0;0;0;6400884.57;6395359.04;640.00;0;0;3333.40;0;0;0;1552.13;88242.70;0;88242.70;0;0;0;0;0;0;628911.37;0;628911.37;0;0;0;0;0;0;37013.05;21910.05;15103.00;0;0;0;0;0;0;0;0;0;0;0;0;0;71747.04;0;0;0;3087.99;0;68659.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26015.23;0;26015.23;0;446743.40;57008.42;389734.98;0;0;0;7580.11;0;6474.85;0;0;0;1105.26;11942.42;0;6856.00;5086.42;0;144339.38;0;0;61080.12;0;0;83259.26;0;0;14462894.37;0
Prefeitura Municipal de Florianópolis - SC;4205407;SC;461524;45301731.69;45301731.69;0;0;10682391.94;10682391.94;0;0;0;0;0;0;368854779.52;3970890.49;358862898.86;0;0;0;0;0;27277.47;0;0;0;5993712.70;0;0;0;0;23910917.69;14816506.93;1077065.25;6259446.94;1757898.57;0;0;0;0;49617182.97;759322.60;0;2298181.52;14020816.43;32538862.42;137828307.76;0;137828307.76;0;0;0;272221352.57;123659674.64;102134992.16;7798692.66;34021961.88;0;0;4606031.23;14645219.10;13674314.53;0;0;970904.57;0;347229120.13;153945104.43;0;0;215737.95;179094481.38;20383.19;109590.71;0;13843822.47;16416006.38;6453866.94;3961331.98;6000807.46;0;0;0;0;0;82290225.53;46668968.31;1065374.14;0;34555883.08;19324442.68;0;13787843.59;5536599.09;26879245.79;0;26879245.79;0;17309298.42;14935762.03;27172.25;2346364.14;0;0;0;1565527.04;0;0;0;1565527.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8017764.92;0;6433364.92;0;0;1584400.00;0;0;0;0;0;0;0;0;0;0;0;35822958.78;0;0;0;0;0;35822958.78;9153841.34;21996.14;9131845.20;0;0;46901186.90;0;0;40901201.19;5999985.71;0;0;0;0;1533971501.15;68883989.68
Prefeitura Municipal de Quebrangulo - AL;2707602;AL;11644;850162.30;850162.30;0;0;0;0;0;0;0;0;0;0;2889818.52;0;2229366.45;660452.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;981072.43;136367.32;0;691.78;271684.72;572328.61;3859117.88;0;3859117.88;0;0;0;6640285.20;3857764.48;2319783.93;124902.81;67842.44;208544.77;0;61446.77;0;0;0;0;0;0;10782122.39;9149563.92;0;0;0;924141.45;353474.50;0;0;354942.52;300203.09;0;300203.09;0;0;0;0;0;0;3680302.98;947522.97;0;0;2732780.01;0;0;0;0;945610.07;915087.17;30522.90;0;0;0;0;0;0;0;0;0;0;0;0;0;772040.59;0;0;0;0;0;772040.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31401.80;0;31401.80;0;0;0;0;0;0;0;0;0;0;0;31732137.25;2417166.83
Prefeitura Municipal de Colômbia - SP;3512100;SP;6203;1590697.83;1590697.83;0;0;0;0;0;0;0;0;0;0;2875997.07;0;2875997.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1616960.64;185298.75;0;169263.75;1262398.14;0;0;0;0;0;0;0;8557664.16;5094117.55;2662034.41;270910.57;254498.28;276103.35;0;0;0;0;0;0;0;0;10929790.65;6295256.55;707336.07;0;547771.85;2089068.24;33147.20;138097.04;0;1119113.70;452333.39;0;452333.39;0;0;0;0;0;0;4504035.71;35046.95;4468988.76;0;0;66800.00;0;66800.00;0;0;0;0;0;115208.42;115208.42;0;0;0;0;0;0;0;0;0;0;938076.01;0;0;0;0;0;938076.01;0;0;0;0;0;0;0;0;0;0;0;62690.99;0;0;0;0;62690.99;0;0;0;0;0;201660.26;0;201660.26;0;0;0;153360.06;0;0;0;0;0;153360.06;485907.25;0;485907.25;0;0;1789310.97;0;0;0;0;0;1789310.97;0;0;34340493.41;0
Prefeitura Municipal de Rodeio Bonito - RS;4315909;RS;5949;492762.13;492762.13;0;0;0;0;0;0;0;0;0;0;2093027.19;0;1584237.85;451479.19;0;0;0;0;0;0;0;57310.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343324.28;7000.00;0;186423.02;149901.26;0;0;0;0;0;0;0;4921800.55;3996231.47;917719.55;0;0;7849.53;0;0;0;0;0;0;0;0;4692474.08;2980222.44;0;0;93876.81;1593729.13;0;24645.70;0;0;75730.78;0;71543.83;4186.95;0;0;0;0;0;1024819.37;812327.23;212492.14;0;0;0;0;0;0;0;0;0;0;180536.42;180536.42;0;0;0;0;0;0;0;0;0;0;1226837.65;0;1167880.05;0;0;0;58957.60;0;0;0;0;335230.74;327166.15;8064.59;0;0;0;0;14595.00;14595.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1985618.62;0;1063331.06;0;0;0;922287.56;162043.26;0;10241.19;151802.07;0;205637.41;0;0;205637.41;0;0;0;0;0;17754437.48;0
Prefeitura Municipal de Cafelândia - SP;3508801;SP;17424;926736.52;926736.52;0;0;0;0;0;0;0;0;0;0;6593067.53;0;5231775.52;1361292.01;0;0;0;0;0;0;0;0;0;0;0;0;0;146339.99;146339.99;0;0;0;0;0;0;0;1275815.93;128417.12;0;375309.23;772089.58;0;0;0;0;0;0;0;14931953.14;9444851.96;3557590.25;628787.59;583055.11;419525.06;127693.55;170449.62;185411.09;185411.09;0;0;0;0;12312548.63;7635465.44;474191.93;0;64517.85;4098515.28;39858.13;0;0;0;1955503.18;0;1932359.94;23143.24;0;0;0;0;0;2519860.87;1812693.26;531553.32;175614.29;0;0;0;0;0;4112467.34;0;3879175.74;233291.60;0;0;0;0;0;0;0;0;0;0;0;0;92300.00;0;0;0;0;0;92300.00;0;0;0;0;1588988.10;1588988.10;0;0;0;0;0;61458.22;0;0;0;61458.22;0;0;69361.50;0;69361.50;0;0;0;0;0;0;0;1946067.42;0;1946067.42;0;0;0;0;771784.38;740609.21;0;0;31175.17;1644822.47;0;0;803392.39;0;0;841430.08;0;0;51134486.31;0
Prefeitura Municipal de Itapeva - MG;3133600;MG;9338;765963.99;765963.99;0;0;0;0;0;0;0;0;0;0;2150098.39;0;2149129.83;0;0;0;0;0;0;0;0;0;968.56;0;0;0;0;45980.45;45980.45;0;0;0;0;0;0;0;359860.05;0;0;65356.48;294503.57;0;1754262.82;0;1663082.46;0;0;91180.36;5479306.80;5426542.97;0;0;0;52763.83;0;0;0;0;0;0;0;0;7816095.90;7009115.89;0;0;278838.68;491737.69;14803.64;21600.00;0;0;261806.52;0;261806.52;0;0;0;0;0;0;1078005.48;587723.29;490282.19;0;0;0;0;0;0;2061165.03;0;7773.70;2053391.33;29412.94;16077.55;13335.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372446.78;0;372446.78;0;0;0;1090550.60;0;0;0;0;0;1090550.60;388017.70;0;388017.70;0;0;1165118.73;0;0;0;0;0;1165118.73;0;0;24818092.18;1586325.31
Prefeitura Municipal de Santa Albertina - SP;3545704;SP;5956;725683.34;725683.34;0;0;0;0;0;0;0;0;0;0;2588427.57;0;2185937.84;0;402489.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1182304.55;0;0;258266.61;924037.94;0;1446085.26;1352049.41;0;0;0;94035.85;4754019.15;3022998.35;1533745.24;0;0;197275.56;0;0;0;0;0;0;0;0;5260590.55;3288293.06;20887.77;0;383552.48;1514061.24;0;53796.00;0;0;0;0;0;0;0;0;0;0;0;916402.14;0;916402.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439618.78;0;0;0;0;0;439618.78;0;0;0;0;0;0;0;0;0;0;0;140117.50;0;0;0;0;140117.50;0;0;0;0;0;0;0;0;0;0;0;1599072.09;0;1599072.09;0;0;0;0;326705.22;0;0;326705.22;0;187264.02;0;0;0;0;187264.02;0;0;0;19566290.17;0
Prefeitura Municipal de Coremas - PB;2504801;PB;15400;1019730.78;1019730.78;0;0;0;0;0;0;0;0;0;0;2179084.70;0;1529829.73;649254.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;769286.56;0;0;51642.00;491226.50;226418.06;569233.73;569233.73;0;0;0;0;8358431.35;8060558.19;177880.25;0;0;119992.91;0;0;0;0;0;0;0;0;7515934.47;7171699.23;0;0;0;49360.92;59300.00;0;0;235574.32;657051.16;0;495664.00;161387.16;0;0;0;0;0;3154207.30;86280.17;436053.24;0;2631873.89;0;0;0;0;16795.00;0;16795.00;0;0;0;0;0;0;0;0;0;0;0;0;0;88020.37;0;0;0;0;0;88020.37;0;0;0;0;0;0;0;0;0;0;0;77835.79;0;0;0;0;77835.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4544.90;4544.90;0;0;0;290918.41;0;0;0;0;0;290918.41;0;0;24701074.52;0
Prefeitura Municipal de São Sebastião - SP;3550704;SP;81718;15180676.07;15180676.07;0;0;953033.13;0;953033.13;0;8245750.50;0;62396.85;8183353.65;52644399.57;0;45086050.61;0;0;0;1133027.67;0;0;3993941.23;0;2431380.06;0;0;0;0;0;14372647.89;3117428.48;0;0;11255219.41;0;0;0;0;18452168.56;1291451.16;2794715.20;5187447.71;2534410.12;6644144.37;32514142.59;0;32257370.47;0;0;256772.12;128027849.48;39440782.64;73494597.88;3738671.36;1003986.28;4174194.22;3624.84;6171992.26;0;0;0;0;0;0;126849786.38;80919949.37;2289430.34;287755.31;3054600.30;37096594.24;102951.10;404360.00;0;2694145.72;13429639.55;1110163.53;8822677.71;3496798.31;0;0;0;0;0;91772571.70;37247194.22;35992472.97;0;18532904.51;182264.77;0;182264.77;0;243602.44;0;243602.44;0;3680643.06;3680643.06;0;0;0;0;0;0;0;0;0;0;578571.14;578571.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4667910.06;0;0;0;0;4667910.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10738006.92;0;54873.80;0;10683133.12;5398058.69;0;0;5398058.69;0;0;0;0;0;527931722.50;19598667.73
Prefeitura Municipal de Rio da Conceição - TO;1718659;TO;1938;490200.07;490200.07;0;0;0;0;0;0;56000.00;56000.00;0;0;2142251.14;0;1380344.72;446602.79;66788.00;0;0;0;0;0;0;0;248515.63;0;0;0;0;0;0;0;0;0;0;0;0;0;561877.67;8219.40;0;53541.10;500117.17;0;0;0;0;0;0;0;1414286.79;93775.85;340053.42;0;5177.13;0;0;975280.39;72177.40;72177.40;0;0;0;0;1670957.67;1262871.42;0;0;0;30108.10;0;0;0;377978.15;59081.64;0;59081.64;0;0;0;0;0;0;478344.94;411330.96;67013.98;0;0;0;0;0;0;0;0;0;0;59433.15;27124.00;0;0;0;0;32309.15;0;0;0;0;0;80183.97;78203.18;1980.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71489.47;0;71489.47;0;0;0;0;67468.89;0;0;67468.89;0;38397.19;0;0;38397.19;0;0;0;0;0;7262149.99;0
Prefeitura Municipal de São Roque - SP;3550605;SP;85502;5047454.65;5047454.65;0;0;0;0;0;0;0;0;0;0;41877973.08;0;40218304.68;1659668.40;0;0;0;0;0;0;0;0;0;0;0;0;0;586363.36;0;586363.36;0;0;0;0;0;0;2591831.85;1042.00;0;336117.24;2254672.61;0;10084984.05;0;10084984.05;0;0;0;47530032.40;16686941.62;29477830.28;0;148959.86;1216300.64;0;0;0;0;0;0;0;0;85501469.65;54520807.11;1364692.44;0;183229.00;18771469.73;552174.48;18100.00;0;10090996.89;1780245.20;0;1780245.20;0;0;0;0;0;0;19711334.84;6357437.48;13353897.36;0;0;3679717.15;0;3679717.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409541.11;0;0;0;0;409541.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;737028.16;0;737028.16;0;0;5752.30;0;0;314.17;0;0;0;0;5438.13;219543727.80;6918524.72
