##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infraestrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.608 - Promoção da Produção Agropecuária";"20.609 - Defesa Agropecuária";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Combustíveis Minerais";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Aéreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Outras Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)"
Prefeitura Municipal de Salvador do Sul - RS;4316501;RS;7251;485187.11;485187.11;0;0;0;0;0;0;0;0;0;0;2620998.54;0;1666699.48;954299.06;0;0;0;0;0;0;0;0;0;0;0;0;0;44000.00;8000.00;36000.00;0;0;0;0;0;325967.43;0;51615.28;0;274352.15;0;1381363.52;0;1381363.52;0;0;0;4552578.29;4375524.35;147763.17;0;0;29290.77;0;0;0;0;0;0;0;0;4742066.71;3244619.71;130198.70;0;0;1196274.76;46260.12;17183.55;0;107529.87;609867.57;0;609867.57;0;0;0;0;0;0;683285.77;472983.57;210302.20;0;0;0;0;0;0;261677.65;243976.15;17701.50;0;7445.64;7445.64;0;0;0;0;0;0;0;0;0;0;939609.25;0;501322.79;0;0;0;438286.46;0;0;0;0;85683.32;85683.32;0;0;0;0;0;83715.85;10000.00;0;0;0;73715.85;0;120000.00;0;120000.00;0;12568.55;0;12568.55;0;0;2170900.09;0;1872475.04;0;0;0;298425.05;296101.73;0;296101.73;0;0;0;0;0;0;0;0;0;0;0;19423017.02;2197376.79
Prefeitura Municipal de Tabaí - RS;4320859;RS;4424;530567.71;530567.71;0;0;78560.00;78560.00;0;0;0;0;0;0;1518604.61;76200.25;593327.20;807172.70;41904.46;0;0;0;0;0;0;0;0;0;0;0;0;27250.94;27250.94;0;0;0;0;0;0;267049.98;32860.00;5500.00;65308.70;163381.28;0;0;0;0;0;0;0;3141568.19;2871227.07;0;100945.14;12945.81;6278.40;0;150171.77;0;0;0;0;0;0;4163981.36;2855995.98;171986.17;0;13803.16;617471.76;156602.83;0;0;348121.46;29058.70;0;29058.70;0;0;0;0;0;0;1397102.20;1020814.53;376287.67;0;0;14187.41;0;14187.41;0;43057.40;0;43057.40;0;40925.83;40925.83;0;0;0;0;0;0;0;0;0;0;513860.20;0;513860.20;0;0;0;0;0;0;0;0;66660.62;66660.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1454103.52;0;1454103.52;0;0;0;0;1597.29;0;1597.29;0;0;298355.22;0;0;152809.62;0;118426.67;12258.93;0;14860.00;13586491.18;0
Prefeitura Municipal de Barra do Chapéu - SP;3505351;SP;5550;602947.17;602947.17;0;0;70374.40;70374.40;0;0;0;0;0;0;1701059.58;0;1132179.27;568880.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1565090.32;978.40;0;668463.24;895648.68;0;0;0;0;0;0;0;3997646.90;3986988.40;0;0;5090.78;5567.72;0;0;0;0;0;0;0;0;5689530.91;3142689.10;0;0;0;2546841.81;0;0;0;0;221066.72;0;221066.72;0;0;0;0;0;0;1732010.82;0;1732010.82;0;0;53169.92;0;53169.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409870.92;0;409870.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;673211.48;0;673211.48;0;0;0;0;163993.68;0;163993.68;0;0;0;0;0;0;0;0;0;0;0;16879972.82;0
Prefeitura Municipal de Brotas de Macaúbas - BA;2904506;BA;11158;871369.40;871369.40;0;0;0;0;0;0;0;0;0;0;5602784.59;0;5270403.29;170012.41;74701.40;24000.00;0;0;0;0;0;21810.00;41857.49;0;0;0;0;0;0;0;0;0;0;0;0;756804.11;46.00;0;19548.00;554510.32;182699.79;0;0;0;0;0;0;6082760.35;3342271.70;1079021.19;0;127847.82;119850.98;0;1413768.66;0;0;0;0;0;0;9758814.24;7728310.47;0;0;0;226700.91;0;0;372156.46;1431646.40;475643.39;0;454569.41;21073.98;342716.83;0;0;0;342716.83;946384.56;456968.86;489415.70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5728.60;0;5453.60;0;0;275.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60202.40;0;59652.40;550.00;0;616175.04;0;0;589697.04;0;0;26478.00;0;0;25519383.51;0
Prefeitura Municipal de Rio Espera - MG;3155207;MG;5986;529527.41;445831.61;0;83695.80;0;0;0;0;0;0;0;0;2071842.70;0;2071842.70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;334690.10;55890.87;0;0;278799.23;0;0;0;0;0;0;0;3883282.25;2230458.56;1611894.55;40929.14;0;0;0;0;0;0;0;0;0;0;2048311.80;922888.30;0;0;0;1125423.50;0;0;0;0;453329.63;62165.84;391163.79;0;0;0;0;0;0;55540.00;55540.00;0;0;0;0;0;0;0;18508.11;0;18508.11;0;0;0;0;0;0;0;0;0;0;0;0;0;279480.02;0;279480.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90000.00;0;0;90000.00;0;0;0;0;0;1253288.10;0;1253288.10;0;0;0;0;0;0;0;0;0;143142.82;143142.82;0;0;0;0;0;0;0;11160942.94;0
Prefeitura Municipal de Clementina - SP;3511904;SP;7856;552916.32;552916.32;0;0;0;0;0;0;0;0;0;0;2190181.39;0;2190181.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1669217.48;200060.00;0;143171.23;1325986.25;0;0;0;0;0;0;0;5396712.43;3158620.73;2161431.67;0;23360.76;53299.27;0;0;0;0;0;0;0;0;6278847.05;3079328.60;1321.42;0;179921.46;2568843.35;0;0;0;449432.22;211243.18;0;211243.18;0;0;0;0;0;0;3905202.31;3905202.31;0;0;0;0;0;0;0;3052177.27;0;3052177.27;0;88550.66;0;88550.66;0;0;0;0;0;0;0;0;0;193786.69;0;0;0;0;0;193786.69;0;0;0;0;7430.78;7430.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1762924.11;0;1762924.11;0;0;0;0;299528.67;0;299528.67;0;0;443256.60;0;0;188137.46;0;0;255119.14;0;0;26051974.94;0
Prefeitura Municipal de Chapecó - SC;4204202;SC;202009;9351686.92;9351686.92;0;0;0;0;0;0;0;0;0;0;35720351.28;0;21715177.38;691606.38;1342177.59;0;888602.46;0;0;4588888.18;0;6493899.29;0;0;0;0;0;12008542.24;9533666.20;2474876.04;0;0;0;0;0;18489918.56;0;2401497.30;2399280.25;13689141.01;0;25432665.22;0;25432665.22;0;0;0;192975475.46;94000811.00;84220543.35;2204084.36;2323446.70;0;10226590.05;0;0;0;0;0;0;0;113016684.12;74517103.20;0;0;90364.38;37875985.17;0;533231.37;0;0;4435326.00;649781.75;3785544.25;0;921547.00;0;921547.00;0;0;37215936.86;30398650.55;6320502.72;496783.59;0;1696340.29;0;1696340.29;0;14945355.98;0;14945355.98;0;894310.48;0;894310.48;0;0;0;0;131329.67;0;0;131329.67;0;3604453.60;368373.34;2581638.46;0;0;650287.14;4154.66;0;0;0;0;2452183.40;2452183.40;0;0;0;0;0;3305424.11;2454294.56;0;0;0;851129.55;0;0;0;0;0;5399405.30;0;5399405.30;0;0;1988432.06;1988432.06;0;0;0;0;0;16205838.73;6319376.59;9886462.14;0;0;25877767.22;16337000.00;0;0;0;0;9540767.22;0;0;526068974.50;0
Prefeitura Municipal de São Marcos - RS;4319000;RS;21117;970866.25;970866.25;0;0;0;0;0;0;0;0;0;0;4990356.16;75385.53;3369797.21;1211897.66;0;0;212331.96;0;0;0;0;110816.80;10127.00;0;0;0;0;438523.54;192902.21;0;0;245621.33;0;0;0;1747223.41;20218.00;0;100658.20;1626347.21;0;2750564.97;0;2750564.97;0;0;0;12947344.04;6405467.70;5667919.43;722492.81;151464.10;0;0;0;0;0;0;0;0;0;12151493.88;7948539.21;586096.32;0;344920.16;2403836.62;80285.56;324829.64;0;462986.37;1401209.37;0;1401209.37;0;0;0;0;0;0;3340793.49;3304183.49;36610.00;0;0;0;0;0;0;0;0;0;0;1836439.54;1700048.27;0;136391.27;0;0;0;0;0;0;0;0;585191.84;81796.00;499330.09;0;0;0;4065.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;563329.59;0;563329.59;0;0;2524642.07;0;2524642.07;0;0;0;0;311939.22;0;309739.22;2200.00;0;937874.02;0;0;0;0;0;0;0;937874.02;47497791.39;2147950.76
Prefeitura Municipal de Bonfim - RR;1400159;RR;11632;574112.73;574112.73;0;0;0;0;0;0;0;0;0;0;4601383.97;0;4506408.32;94975.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;597551.47;3959.00;0;123762.58;469829.89;0;0;0;0;0;0;0;4410813.74;4039347.59;0;65869.10;0;305597.05;0;0;0;0;0;0;0;0;12029370.01;12029370.01;0;0;0;0;0;0;0;0;221645.00;0;221645.00;0;0;0;0;0;0;1132625.82;920498.01;212127.81;0;0;0;0;0;0;185788.98;0;185788.98;0;5935.00;0;5935.00;0;0;0;0;0;0;0;0;0;248749.29;0;0;0;248749.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;510231.51;0;0;0;0;0;510231.51;305973.50;0;305973.50;0;0;0;0;0;0;0;0;0;0;0;24824181.02;0
Prefeitura Municipal de Itapoá - SC;4208450;SC;17521;2072852.22;2072852.22;0;0;394920.08;394920.08;0;0;0;0;0;0;7943963.40;0;7801313.84;0;142649.56;0;0;0;0;0;0;0;0;0;0;0;0;236946.39;0;236946.39;0;0;0;0;0;1285185.22;17267.82;0;85579.99;1182337.41;0;2233731.22;0;2233731.22;0;0;0;13478743.74;13384440.55;0;0;32363.93;61939.26;0;0;150284.98;0;0;0;150284.98;0;23063223.17;14350988.03;463723.18;0;868358.69;6705949.53;630544.24;43659.50;0;0;343081.08;3877.19;339203.89;0;0;0;0;0;0;10755217.34;7416456.48;3338760.86;0;0;0;0;0;0;2671807.50;0;2671807.50;0;325006.07;320403.07;4603.00;0;0;0;0;0;0;0;0;0;522862.81;0;0;0;0;0;522862.81;0;0;0;0;145252.85;145252.85;0;0;0;0;0;885513.09;0;0;0;0;885513.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;665403.58;0;612460.52;52943.06;0;0;0;0;0;0;0;0;0;0;67173994.74;2796505.07
Prefeitura Municipal de Reduto - MG;3154150;MG;6973;656705.23;656705.23;0;0;49633.71;0;40043.71;9590.00;10102.09;0;10102.09;0;1025619.76;90005.39;691473.45;44996.56;0;23765.61;43200.00;0;26494.80;105683.95;0;0;0;0;0;0;0;16028.72;16028.72;0;0;0;0;0;0;513249.56;0;0;91049.59;347002.33;75197.64;14771.16;0;14771.16;0;0;0;3709446.05;3203030.92;113119.96;39039.43;37023.25;151384.12;0;165848.37;127749.20;127749.20;0;0;0;0;4547852.08;2760106.47;231223.77;0;18207.87;940952.24;18668.17;0;0;578693.56;75166.40;0;75166.40;0;0;0;0;0;0;1267539.58;358914.39;376593.62;0;532031.57;0;0;0;0;717705.37;0;442022.36;275683.01;8385.00;8385.00;0;0;0;0;0;0;0;0;0;0;79240.97;0;79240.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3728.89;0;3728.89;0;172820.95;0;172820.95;0;0;514792.78;0;475060.26;0;0;0;39732.52;40008.14;0;40008.14;0;0;55123.00;0;0;55123.00;0;0;0;0;0;13605668.64;20361.70
Prefeitura Municipal de Palmeirante - TO;1715705;TO;5543;472723.11;449793.11;22930.00;0;271271.18;271271.18;0;0;0;0;0;0;2659408.42;0;2230848.11;374392.56;440.00;0;0;0;0;6620.00;0;0;47107.75;0;0;0;0;0;0;0;0;0;0;0;0;1087263.47;129752.12;59042.74;172629.20;725839.41;0;117348.98;117348.98;0;0;0;0;2594184.53;53610.55;2487576.34;0;38253.59;14744.05;0;0;0;0;0;0;0;0;5004235.64;4424931.57;0;0;0;329738.84;249565.23;0;0;0;8151.82;0;8151.82;0;0;0;0;0;0;413792.24;0;413792.24;0;0;0;0;0;0;0;0;0;0;83819.68;83819.68;0;0;0;0;0;0;0;0;0;0;223962.21;0;223962.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158927.61;0;0;0;0;158927.61;0;316.84;0;316.84;0;0;0;0;0;0;1192546.04;0;1192546.04;0;0;0;0;15541.96;0;0;15541.96;0;0;0;0;0;0;0;0;0;0;14303493.73;0
Prefeitura Municipal de Ribamar Fiquene - MA;2109551;MA;7563;467953.01;467953.01;0;0;0;0;0;0;0;0;0;0;2050717.77;0;1574995.59;147400.00;115465.44;0;0;0;0;0;0;0;212856.74;0;0;0;0;0;0;0;0;0;0;0;0;1125377.06;0;0;376763.99;260548.15;488064.92;0;0;0;0;0;0;2848975.70;1085732.32;643481.64;0;0;82560.30;0;1037201.44;76162.23;0;0;0;0;76162.23;6563641.52;5134673.58;0;0;0;435507.38;134314.68;0;0;859145.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269338.14;0;269338.14;0;0;0;0;0;0;0;0;0;117248.17;0;0;0;0;0;117248.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22612.34;0;22612.34;0;0;0;0;0;0;0;0;0;109019.62;0;0;0;109019.62;0;0;0;0;0;0;0;0;0;13651045.56;0
Prefeitura Municipal de Morretes - PR;4116208;PR;16381;0;0;0;0;514968.71;0;514968.71;0;0;0;0;0;5539482.19;0;4077953.82;1461528.37;0;0;0;0;0;0;0;0;0;0;0;0;0;86441.67;86441.67;0;0;0;0;0;0;1220553.80;0;0;142910.60;757887.04;319756.16;0;0;0;0;0;0;10446864.95;9740386.48;346444.84;0;22235.00;0;0;337798.63;0;0;0;0;0;0;13976966.50;12630323.84;116109.06;0;0;418801.91;192775.52;35994.40;0;582961.77;164879.61;0;164879.61;0;0;0;0;0;0;3527775.20;2579742.73;948032.47;0;0;0;0;0;0;0;0;0;0;2351910.95;0;2351910.95;0;0;0;0;0;0;0;0;0;685068.85;0;685068.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230848.85;0;0;0;0;230848.85;0;0;0;0;0;0;0;0;0;0;2514613.37;0;2514613.37;0;0;0;0;143211.07;0;143211.07;0;0;1369469.95;0;0;839125.92;0;0;530344.03;0;0;42773055.67;0
Prefeitura Municipal de Ponte Serrada - SC;4213401;SC;11405;887203.72;887203.72;0;0;0;0;0;0;0;0;0;0;2902092.68;0;2902092.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102588.69;102588.69;0;0;0;0;0;0;1889412.07;0;0;80773.84;1808638.23;0;0;0;0;0;0;0;6674326.18;6169186.91;425330.36;0;0;79808.91;0;0;0;0;0;0;0;0;8446692.23;0;6300.00;0;29062.00;0;0;0;8411330.23;0;75950.45;0;75950.45;0;0;0;0;0;0;688347.70;104765.00;583582.70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1106816.08;0;1106816.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2611829.79;0;2611829.79;0;0;0;0;287836.79;0;287836.79;0;0;1159851.54;0;0;0;0;0;1159851.54;0;0;26832947.92;0
Prefeitura Municipal de Boca da Mata - AL;2701001;AL;27185;1788378.15;1788378.15;0;0;244064.13;0;244064.13;0;0;0;0;0;7376628.27;0;4103358.30;2418174.02;0;0;0;0;0;0;0;0;855095.95;0;0;0;0;0;0;0;0;0;0;0;0;2495973.01;2890.00;0;249595.84;704924.62;1538562.55;2961106.15;2630089.38;0;0;0;331016.77;14603066.24;4737719.60;4697898.39;0;96247.37;292963.89;0;4778236.99;0;0;0;0;0;0;18837336.28;16059618.58;26023.46;0;0;2659268.90;56042.83;36082.51;0;300.00;1438175.76;0;1438175.76;0;0;0;0;0;0;6482426.61;281644.47;1136799.35;0;5063982.79;0;0;0;0;1661130.14;0;0;1661130.14;0;0;0;0;0;0;0;0;0;0;0;0;1387548.83;0;0;0;0;0;1387548.83;0;0;0;0;39443.52;0;0;0;0;0;39443.52;9885.53;0;9885.53;0;0;0;0;0;0;0;0;0;0;0;0;0;144355.84;0;144355.84;0;0;0;0;1977494.96;0;1917544.96;0;59950.00;0;0;0;0;0;0;0;0;0;61447013.42;0
Prefeitura Municipal de Machadinho - RS;4311700;RS;5654;728651.41;728651.41;0;0;0;0;0;0;0;0;0;0;2291689.61;0;1696928.39;546745.34;0;0;48015.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493883.08;0;0;205786.13;118144.87;169952.08;0;0;0;0;0;0;4741042.18;3277293.62;1351422.39;0;11708.70;21538.53;0;79078.94;0;0;0;0;0;0;4817524.72;3724138.37;2500.00;0;228830.00;851767.69;0;0;0;10288.66;82907.68;0;82907.68;0;0;0;0;0;0;477444.87;477444.87;0;0;0;41315.61;25442.69;15872.92;0;276460.48;3369.05;273091.43;0;0;0;0;0;0;0;0;0;0;0;0;0;1315141.37;0;271845.48;0;717620.33;0;325675.56;0;0;0;0;0;0;0;0;0;0;0;579347.08;0;0;0;0;495737.81;83609.27;0;0;0;0;0;0;0;0;0;3271739.05;0;3271739.05;0;0;0;0;163658.85;0;163658.85;0;0;394517.23;0;0;19450.61;0;315597.68;59468.94;0;0;19675323.22;0
Prefeitura Municipal de Abaetetuba - PA;1500107;PA;148873;4316815.17;4316815.17;0;0;0;0;0;0;0;0;0;0;13361660.26;0;11665120.89;1186810.49;65.20;6095.17;0;0;0;0;0;0;503568.51;0;0;0;0;0;0;0;0;0;0;0;0;11157626.42;0;0;48140.69;5289729.94;5819755.79;8228120.64;8228120.64;0;0;0;0;43883110.38;14796270.36;20366007.95;258672.13;273320.44;2138760.15;0;6050079.35;0;0;0;0;0;0;87715738.93;78928133.06;0;0;0;2731863.79;0;0;0;6055742.08;1364813.39;0;552477.86;812335.53;0;0;0;0;0;12627219.42;317161.17;6780.00;0;12303278.25;153386.73;0;153386.73;0;2308689.70;0;2308689.70;0;868014.36;0;0;0;0;0;868014.36;0;0;0;0;0;2414947.78;495161.93;0;0;93500.63;30730.46;1795554.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288330.00;0;0;288330.00;1785719.00;0;1785719.00;0;0;4329454.77;0;4299157.19;0;0;0;30297.58;426527.21;0;426527.21;0;0;8190842.34;5796098.53;0;0;0;0;2394743.81;0;0;203421016.50;7165623.17
Prefeitura Municipal de Resende Costa - MG;3154200;MG;11429;391455.61;391455.61;0;0;0;0;0;0;0;0;0;0;2056093.54;0;1631951.33;114524.43;49419.43;0;69745.22;0;0;132361.89;0;0;58091.24;0;0;0;0;0;0;0;0;0;0;0;0;596601.43;5468.25;0;203458.18;324223.27;63451.73;1001741.73;0;1001741.73;0;0;0;5100496.36;3132904.45;1089965.79;409945.91;83927.95;109675.26;0;274077.00;102035.40;102035.40;0;0;0;0;5872318.20;4366768.29;197763.61;0;91596.68;447412.89;0;0;0;768776.73;451578.04;17216.25;434361.79;0;0;0;0;0;0;2373417.68;1395468.82;977948.86;0;0;0;0;0;0;110757.51;63119.88;47637.63;0;21000.00;21000.00;0;0;0;0;0;0;0;0;0;0;851809.09;0;60104.37;0;791704.72;0;0;0;0;0;0;0;0;0;0;0;0;0;8160.00;0;0;0;0;8160.00;0;0;0;0;0;0;0;0;0;0;1338258.82;0;1338258.82;0;0;0;0;650538.16;0;650538.16;0;0;62269.79;0;0;62269.79;0;0;0;0;0;20988531.36;0
Prefeitura Municipal de Santa Rosa de Lima - SE;2806503;SE;3899;610047.08;610047.08;0;0;549659.82;549659.82;0;0;0;0;0;0;5409663.15;91129.09;4719695.56;514615.03;84223.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458483.49;0;0;77874.95;380608.54;0;0;0;0;0;0;0;1001024.18;576567.64;256962.36;0;0;167494.18;0;0;0;0;0;0;0;0;5149037.64;4924875.19;0;0;0;164220.15;59942.30;0;0;0;1496.50;0;1496.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69548.70;69548.70;0;0;0;0;0;0;0;13248960.56;0
Prefeitura Municipal de Porto de Moz - PA;1505908;PA;37669;0;0;0;0;0;0;0;0;0;0;0;0;2275271.63;0;2197855.55;65427.16;7134.00;0;0;0;0;0;0;4854.92;0;0;0;0;0;0;0;0;0;0;0;0;0;900345.81;2600.00;0;234661.03;663084.78;0;0;0;0;0;0;0;6288815.49;2172850.09;1899687.42;151211.90;197237.10;263520.67;0;1604308.31;0;0;0;0;0;0;26089911.64;23493811.04;0;0;0;894175.91;102636.76;0;0;1599287.93;35602.45;0;35602.45;0;0;0;0;0;0;2182649.44;2052462.07;130187.37;0;0;0;0;0;0;0;0;0;0;63141.42;61355.70;1785.72;0;0;0;0;0;0;0;0;0;271250.59;1010.00;0;0;0;0;270240.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3643.55;0;3643.55;0;0;0;0;0;0;0;0;0;169444.57;0;169444.57;0;0;751242.44;0;0;653713.68;0;0;97528.76;0;0;39031319.03;0
Prefeitura Municipal de Santa Rosa de Lima - SC;4215604;SC;2122;466684.87;466684.87;0;0;0;0;0;0;0;0;0;0;1267177.28;0;1263197.89;0;3979.39;0;0;0;0;0;0;0;0;0;0;0;0;3363.23;0;0;3363.23;0;0;0;0;502140.02;53597.18;20000.00;92069.31;336473.53;0;0;0;0;0;0;0;2532918.13;2532918.13;0;0;0;0;0;0;0;0;0;0;0;0;3068936.59;2827592.13;8477.54;0;0;232866.92;0;0;0;0;4034.00;0;4034.00;0;0;0;0;0;0;196360.19;80944.19;115416.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;843170.10;0;843170.10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46984.58;0;0;0;0;46984.58;0;104720.00;0;104720.00;0;0;0;0;0;0;3206062.66;0;3206062.66;0;0;0;0;188358.67;0;188358.67;0;0;543396.55;0;0;377123.77;0;0;166272.78;0;0;12974306.87;0
