###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Bernardino de Campos - SP;  3506300;  SP;  11146; Urbanismo; 20.35%; 3243294.33; 1781669.87; 1461624.46; Saúde; 18.96%; 7275801.92; 5914055.65; 1361746.27; Transporte; 12.46%; 0; 894906.95; -894906.95; Administração; 08.73%; 3742734.67; 3115794.23; 626940.44; Previdência Social; 08.03%; 0; 576619.08; -576619.08;  1.02
Prefeitura Municipal de Gravatal - SC;  4206207;  SC;  11148; Saúde; 24.02%; 4207958.67; 5947453.13; -1739494.46; Educação; 17.30%; 6549883.66; 7802840.67; -1252957.01; Transporte; 12.50%; 1716926.46; 811488.93; 905437.53; Previdência Social; 07.96%; 0; 576619.08; -576619.08; Encargos Especiais; 07.59%; 939476.78; 389581.95; 549894.83;  1.09
Prefeitura Municipal de Conceição dos Ouros - MG;  3117801;  MG;  11151; Educação; 26.84%; 5615118.44; 8008486.03; -2393367.59; Administração; 18.51%; 1509106.20; 3159821.13; -1650714.93; Urbanismo; 10.34%; 1012066.50; 1934090.56; -922024.06; Saúde; 07.78%; 5334935.80; 6028340.36; -693404.56; Assistência Social; 05.76%; 433611.73; 947327.79; -513716.06;  1.04
Prefeitura Municipal de Brotas de Macaúbas - BA;  2904506;  BA;  11158; Administração; 21.80%; 5245636.71; 3122644.42; 2122992.29; Educação; 18.95%; 9487629.44; 7642140.24; 1845489.20; Urbanismo; 10.43%; 855452.52; 1871727.95; -1016275.43; Transporte; 09.13%; 0; 888945.09; -888945.09; Saúde; 07.94%; 5221775.61; 5994742.83; -772967.22;  1.25
Prefeitura Municipal de Santa Maria do Oeste - PR;  4123857;  PR;  11159; Administração; 13.82%; 3926874.60; 3004169.89; 922704.71; Legislativa; 12.47%; 0; 832348.96; -832348.96; Transporte; 12.14%; 1682617.55; 872278.66; 810338.89; Educação; 10.35%; 6821183.70; 7512403.58; -691219.88; Agricultura; 08.77%; 1067696.06; 482343.46; 585352.60;  1.06
Prefeitura Municipal de Pirangi - SP;  3539004;  SP;  11167; Saúde; 35.65%; 8251998.50; 5699022.75; 2552975.75; Assistência Social; 08.61%; 1504337.85; 887655.49; 616682.36; Previdência Social; 07.48%; 0; 535600.73; -535600.73; Habitação; 07.02%; 507773.87; 4944.05; 502829.82; Administração; 06.45%; 3505158.39; 3043076.30; 462082.09;  1.05
Prefeitura Municipal de Seberi - RS;  4320206;  RS;  11176; Agricultura; 17.35%; 2343680.50; 356535.32; 1987145.18; Educação; 16.09%; 5693667.55; 7535846.44; -1842178.89; Despesas (Intraorçamentárias); 12.20%; 1441954.96; 45063.80; 1396891.16; Previdência Social; 11.66%; 1577952.09; 243097.27; 1334854.82; Transporte; 09.16%; 1714396.09; 665542.94; 1048853.15;  1.02
Prefeitura Municipal de Juscimeira - MT;  5105200;  MT;  11179; Administração; 22.50%; 5213379.16; 2891830.04; 2321549.12; Urbanismo; 18.06%; 140948.63; 2004281.31; -1863332.68; Educação; 16.44%; 5909089.50; 7605840.07; -1696750.57; Saúde; 11.60%; 6709525.38; 5512575.11; 1196950.27; Transporte; 06.73%; 32706.86; 727187.97; -694481.11;  1.11
Prefeitura Municipal de Santa Inês - BA;  2927903;  BA;  11186; Educação; 38.30%; 5345849.39; 7715174.59; -2369325.20; Transporte; 11.18%; 20635.90; 712444.24; -691808.34; Administração; 07.53%; 2506621.67; 2972342.22; -465720.55; Urbanismo; 07.30%; 2252545.67; 1800878.59; 451667.08; Agricultura; 06.64%; 55018.54; 465963.99; -410945.45;  1.10
Prefeitura Municipal de Paraúna - GO;  5216403;  GO;  11187; Administração; 20.96%; 7508411.27; 2936513.27; 4571898.00; Educação; 16.01%; 11192956.75; 7701016.48; 3491940.27; Saúde; 13.46%; 8447375.58; 5511119.78; 2936255.80; Encargos Especiais; 11.89%; 3011378.72; 419408.09; 2591970.63; Previdência Social; 07.49%; 1994322.76; 361061.76; 1633261.00;  1.26
Prefeitura Municipal de Batayporã - MS;  5002001;  MS;  11188; Saúde; 24.47%; 7869893.14; 5511119.78; 2358773.36; Assistência Social; 19.34%; 2753598.29; 889030.78; 1864567.51; Administração; 12.34%; 4126128.71; 2936513.27; 1189615.44; Urbanismo; 05.78%; 2392229.49; 1834951.62; 557277.87; Legislativa; 05.70%; 1324455.97; 774601.54; 549854.43;  1.20
Prefeitura Municipal de Afonso Bezerra - RN;  2400307;  RN;  11197; Saúde; 16.32%; 4742695.35; 5688130.46; -945435.11; Transporte; 11.36%; 75111.03; 733443.72; -658332.69; Educação; 10.51%; 7132670.31; 7741736.46; -609066.15; Urbanismo; 09.67%; 1304327.37; 1864463.33; -560135.96; Previdência Social; 08.74%; 0; 506336.87; -506336.87;  1.15
Prefeitura Municipal de Lontras - SC;  4209904;  SC;  11200; Transporte; 24.32%; 2586178.40; 582743.22; 2003435.18; Saúde; 12.32%; 4504775.83; 5519430.15; -1014654.32; Educação; 10.25%; 8336106.88; 7491729.24; 844377.64; Encargos Especiais; 08.72%; 1116245.15; 398336.09; 717909.06; Previdência Social; 08.38%; 0; 690271.49; -690271.49;  1.09
Prefeitura Municipal de Presidente Vargas - MA;  2109304;  MA;  11206; Educação; 54.53%; 14265560.27; 7100406.32; 7165153.95; Urbanismo; 08.37%; 746610.88; 1846679.55; -1100068.67; Transporte; 07.91%; 1670049.12; 630191.98; 1039857.14; Legislativa; 05.86%; 0; 770065.20; -770065.20; Previdência Social; 04.90%; 0; 643248.46; -643248.46;  1.08
Prefeitura Municipal de Capitão de Campos - PI;  2202406;  PI;  11208; Administração; 18.85%; 1687202.06; 3037018.32; -1349816.26; Educação; 17.86%; 8712846.14; 7433534.66; 1279311.48; Saúde; 12.63%; 4348027.08; 5252679.66; -904652.58; Transporte; 08.92%; 74590.00; 713694.43; -639104.43; Urbanismo; 08.32%; 1125614.99; 1721845.37; -596230.38;  1.21
Prefeitura Municipal de Peixe - TO;  1716604;  TO;  11209; Educação; 16.68%; 9893981.97; 7433534.66; 2460447.31; Saúde; 13.32%; 7217409.09; 5252679.66; 1964729.43; Urbanismo; 12.30%; 3535577.22; 1721845.37; 1813731.85; Legislativa; 07.71%; 1865388.19; 727691.69; 1137696.50; Gestão Ambiental; 07.04%; 1087145.13; 48460.05; 1038685.08;  1.20
Prefeitura Municipal de Anguera - BA;  2901502;  BA;  11209; Saúde; 18.78%; 4105745.17; 5313257.63; -1207512.46; Administração; 15.22%; 2030492.48; 3009341.42; -978848.94; Previdência Social; 12.51%; 0; 804336.76; -804336.76; Transporte; 09.85%; 84566.07; 717879.82; -633313.75; Educação; 07.32%; 7914066.45; 7443707.35; 470359.10;  1.06
Prefeitura Municipal de Aral Moreira - MS;  5001243;  MS;  11209; Saúde; 27.05%; 8300769.75; 5308146.95; 2992622.80; Educação; 23.22%; 10080942.92; 7511916.49; 2569026.43; Assistência Social; 11.86%; 2097261.51; 785446.34; 1311815.17; Urbanismo; 09.44%; 2758687.84; 1713844.76; 1044843.08; Legislativa; 04.54%; 1235117.34; 732395.72; 502721.62;  1.22
Prefeitura Municipal de Roncador - PR;  4122503;  PR;  11212; Urbanismo; 27.23%; 3988531.27; 1602009.19; 2386522.08; Saúde; 21.43%; 7057148.07; 5178475.16; 1878672.91; Despesas (Intraorçamentárias); 09.10%; 901276.09; 103959.72; 797316.37; Previdência Social; 08.77%; 1498434.06; 729415.06; 769019.00; Assistência Social; 05.08%; 1227975.08; 782364.49; 445610.59;  1.05
Prefeitura Municipal de Bueno Brandão - MG;  3109105;  MG;  11217; Educação; 37.64%; 4226450.50; 7766160.92; -3539710.42; Administração; 15.88%; 1557384.07; 3050291.62; -1492907.55; Saúde; 09.29%; 4366219.94; 5239513.45; -873293.51; Transporte; 08.73%; 1349289.07; 528250.61; 821038.46; Urbanismo; 07.34%; 1324610.47; 2014594.67; -689984.20;  1.05
Prefeitura Municipal de Presidente Kennedy - ES;  3204302;  ES;  11221; Administração; 49.68%; 42159049.65; 2931817.10; 39227232.55; Educação; 23.41%; 26123637.00; 7636424.26; 18487212.74; Saúde; 10.40%; 13397629.63; 5188931.83; 8208697.80; Desporto e Lazer; 04.17%; 3517360.47; 220910.23; 3296450.24; Transporte; 02.85%; 2763349.47; 511584.19; 2251765.28;  1.32
Prefeitura Municipal de Primeiro de Maio - PR;  4120507;  PR;  11222; Educação; 21.30%; 5463959.18; 7636424.26; -2172465.08; Previdência Social; 12.98%; 2093903.65; 769633.38; 1324270.27; Trabalho; 09.04%; 954473.71; 32408.42; 922065.29; Legislativa; 07.68%; 0; 783139.15; -783139.15; Habitação; 06.61%; 709811.05; 35865.66; 673945.39;  1.22
Prefeitura Municipal de Abaiara - CE;  2300101;  CE;  11226; Educação; 24.88%; 6156676.06; 7647650.69; -1490974.63; Urbanismo; 13.13%; 1261992.63; 2048951.74; -786959.11; Previdência Social; 11.28%; 115762.02; 791812.55; -676050.53; Cultura; 06.64%; 658240.00; 260071.99; 398168.01; Transporte; 06.48%; 195390.27; 583798.41; -388408.14;  1.09
Prefeitura Municipal de Dois Riachos - AL;  2702504;  AL;  11229; Educação; 46.33%; 11174622.03; 7383950.40; 3790671.63; Previdência Social; 09.98%; 0; 816060.53; -816060.53; Urbanismo; 09.96%; 2799042.14; 1984043.01; 814999.13; Transporte; 06.22%; 105486.32; 614402.39; -508916.07; Administração; 06.09%; 2502400.45; 3000589.39; -498188.94;  0.97
Prefeitura Municipal de Serra do Salitre - MG;  3166808;  MG;  11236; Previdência Social; 18.79%; 2006933.51; 636816.25; 1370117.26; Educação; 16.65%; 6620412.72; 7834233.30; -1213820.58; Saúde; 10.68%; 5801424.41; 5022404.17; 779020.24; Transporte; 07.79%; 28323.96; 596487.34; -568163.38; Despesas (Intraorçamentárias); 07.62%; 602689.66; 46836.88; 555852.78;  1.06
Prefeitura Municipal de Aramari - BA;  2902203;  BA;  11237; Saúde; 20.46%; 3847475.68; 4988502.00; -1141026.32; Previdência Social; 13.22%; 0; 737162.93; -737162.93; Transporte; 10.96%; 7350.00; 618564.41; -611214.41; Educação; 10.49%; 7330073.22; 7915036.73; -584963.51; Urbanismo; 07.09%; 2626162.56; 2230848.11; 395314.45;  1.07
Prefeitura Municipal de Piranhas - GO;  5217203;  GO;  11238; Saúde; 36.12%; 8282908.92; 4760516.35; 3522392.57; Previdência Social; 23.78%; 2905502.03; 586128.03; 2319374.00; Administração; 15.65%; 1541878.00; 3068474.31; -1526596.31; Assistência Social; 03.35%; 1114575.81; 787512.91; 327062.90; Urbanismo; 03.28%; 1894561.53; 2214818.21; -320256.68;  1.11
Prefeitura Municipal de Santo Antônio das Missões - RS;  4317707;  RS;  11241; Administração; 31.94%; 7317344.28; 2815990.80; 4501353.48; Previdência Social; 21.65%; 3678692.46; 628146.89; 3050545.57; Urbanismo; 12.78%; 494528.61; 2295849.02; -1801320.41; Saúde; 07.86%; 3912958.56; 5020908.55; -1107949.99; Educação; 06.78%; 8903360.97; 7948453.33; 954907.64;  1.01
Prefeitura Municipal de São Francisco do Brejão - MA;  2110856;  MA;  11242; Saúde; 37.22%; 1427033.41; 5102779.82; -3675746.41; Urbanismo; 10.92%; 3236003.67; 2157647.28; 1078356.39; Previdência Social; 08.69%; 0; 857658.71; -857658.71; Legislativa; 07.39%; 0; 730052.33; -730052.33; Energia; 07.03%; 720606.94; 26645.00; 693961.94;  1.09
Prefeitura Municipal de Moreilândia - PE;  2614303;  PE;  11245; Previdência Social; 29.91%; 3221766.00; 696570.41; 2525195.59; Administração; 18.56%; 1476954.53; 3043691.67; -1566737.14; Urbanismo; 10.30%; 1456411.22; 2325927.63; -869516.41; Educação; 08.50%; 8117520.33; 7399633.89; 717886.44; Transporte; 05.19%; 168273.79; 606074.68; -437800.89;  1.12
Prefeitura Municipal de Alcântaras - CE;  2300507;  CE;  11247; Educação; 19.04%; 8538820.78; 7433682.74; 1105138.04; Previdência Social; 14.78%; 0; 857658.71; -857658.71; Saúde; 10.49%; 4463712.17; 5072767.30; -609055.13; Administração; 09.30%; 2467419.42; 3007343.76; -539924.34; Urbanismo; 09.03%; 1751819.85; 2275871.53; -524051.68;  1.12
Prefeitura Municipal de Balneário Arroio do Silva - SC;  4201950;  SC;  11248; Urbanismo; 35.48%; 6599855.19; 1920650.59; 4679204.60; Saúde; 09.57%; 3864773.62; 5127534.77; -1262761.15; Comércio e Serviços; 09.23%; 1229455.33; 12238.37; 1217216.96; Educação; 08.40%; 6387636.79; 7495512.80; -1107876.01; Administração; 07.27%; 2233354.29; 3192398.00; -959043.71;  1.17
Prefeitura Municipal de Getulina - SP;  3517000;  SP;  11249; Educação; 21.78%; 6381204.55; 7602739.81; -1221535.26; Transporte; 20.69%; 1639674.70; 479089.38; 1160585.32; Saneamento; 14.78%; 943733.49; 114834.86; 828898.63; Saúde; 06.44%; 5460505.81; 5099251.84; 361253.97; Assistência Social; 05.47%; 1233993.15; 927240.90; 306752.25;  0.99
Prefeitura Municipal de Nhandeara - SP;  3532603;  SP;  11254; Saúde; 28.69%; 7090603.26; 5059782.38; 2030820.88; Educação; 13.54%; 6671491.41; 7629893.81; -958402.40; Administração; 11.60%; 4106503.11; 3285517.06; 820986.05; Transporte; 08.84%; 1235178.64; 609363.08; 625815.56; Encargos Especiais; 06.73%; 805393.83; 329055.23; 476338.60;  0.97
Prefeitura Municipal de Godofredo Viana - MA;  2104305;  MA;  11262; Urbanismo; 23.70%; 4974222.85; 1813426.65; 3160796.20; Educação; 22.45%; 10145116.26; 7150452.33; 2994663.93; Administração; 08.96%; 4540359.48; 3345686.05; 1194673.43; Cultura; 06.09%; 1067243.74; 255405.08; 811838.66; Previdência Social; 05.72%; 0; 763327.43; -763327.43;  1.07
Prefeitura Municipal de Poção - PE;  2611200;  PE;  11263; Saúde; 19.36%; 4077533.42; 5371923.66; -1294390.24; Educação; 14.32%; 8234818.59; 7277522.80; 957295.79; Previdência Social; 11.69%; 0; 781329.98; -781329.98; Urbanismo; 11.52%; 1293568.12; 2063408.65; -769840.53; Administração; 07.49%; 2950368.79; 3451420.85; -501052.06;  1.02
Prefeitura Municipal de Iuiú - BA;  2917334;  BA;  11294; Educação; 18.97%; 8328715.76; 7111539.10; 1217176.66; Urbanismo; 12.56%; 1200346.62; 2006249.02; -805902.40; Previdência Social; 12.18%; 0; 781329.98; -781329.98; Transporte; 10.95%; 100392.15; 803244.52; -702852.37; Desporto e Lazer; 06.18%; 548564.48; 152229.67; 396334.81;  1.03
Prefeitura Municipal de Inácio Martins - PR;  4110201;  PR;  11294; Despesas (Intraorçamentárias); 25.03%; 2353214.63; 105521.32; 2247693.31; Previdência Social; 11.78%; 1613567.77; 555376.49; 1058191.28; Transporte; 09.23%; 1670833.03; 842124.86; 828708.17; Encargos Especiais; 08.29%; 1130838.29; 386139.67; 744698.62; Educação; 08.02%; 6391423.59; 7111864.62; -720441.03;  1.12
Prefeitura Municipal de Itabirinha - MG;  3131802;  MG;  11297; Administração; 19.84%; 1359061.80; 3312945.51; -1953883.71; Educação; 18.99%; 5221702.68; 7091690.28; -1869987.60; Saúde; 18.94%; 3656276.23; 5521536.97; -1865260.74; Trabalho; 06.48%; 654500.34; 15988.74; 638511.60; Legislativa; 05.76%; 0; 567017.67; -567017.67;  1.16
Prefeitura Municipal de Santa Fé - PR;  4123402;  PR;  11297; Educação; 22.63%; 5617735.09; 7078000.93; -1460265.84; Legislativa; 09.49%; 0; 612271.66; -612271.66; Encargos Especiais; 09.03%; 998587.00; 415944.90; 582642.10; Saúde; 07.70%; 6066186.08; 5569652.75; 496533.33; Previdência Social; 07.01%; 0; 452120.26; -452120.26;  1.16
Prefeitura Municipal de Cerro Corá - RN;  2402709;  RN;  11305; Educação; 25.59%; 9016343.99; 6958594.01; 2057749.98; Administração; 14.39%; 2293999.17; 3451349.36; -1157350.19; Transporte; 11.91%; 24577.80; 982576.35; -957998.55; Urbanismo; 10.47%; 1174413.18; 2016435.37; -842022.19; Saúde; 06.62%; 6086702.33; 5554015.36; 532686.97;  1.05
Prefeitura Municipal de Itarana - ES;  3202900;  ES;  11319; Administração; 22.45%; 6127246.13; 3305169.39; 2822076.74; Agricultura; 16.95%; 2452037.13; 322012.15; 2130024.98; Saúde; 16.52%; 7553558.87; 5477568.99; 2075989.88; Transporte; 07.71%; 0; 968838.68; -968838.68; Assistência Social; 05.86%; 1589628.46; 852639.18; 736989.28;  1.14
Prefeitura Municipal de Teixeira Soares - PR;  4127007;  PR;  11321; Administração; 31.86%; 6094221.55; 3371420.20; 2722801.35; Despesas (Intraorçamentárias); 22.90%; 2074964.86; 117706.32; 1957258.54; Urbanismo; 09.11%; 1040330.45; 1819288.80; -778958.35; Legislativa; 07.02%; 0; 600368.82; -600368.82; Educação; 06.87%; 6364558.43; 6952124.01; -587565.58;  1.08
Prefeitura Municipal de Rodeio - SC;  4215109;  SC;  11325; Transporte; 18.19%; 2396368.17; 783752.08; 1612616.09; Encargos Especiais; 16.41%; 1834336.32; 379753.90; 1454582.42; Urbanismo; 16.25%; 463113.70; 1903751.95; -1440638.25; Administração; 12.59%; 2478820.92; 3595433.84; -1116612.92; Assistência Social; 06.08%; 355319.08; 894696.96; -539377.88;  1.05
Prefeitura Municipal de Estiva - MG;  3124500;  MG;  11329; Educação; 21.78%; 5059417.44; 6951058.21; -1891640.77; Urbanismo; 20.72%; 112089.96; 1911130.91; -1799040.95; Saúde; 14.26%; 4377149.52; 5615680.62; -1238531.10; Administração; 08.64%; 4139636.66; 3389073.21; 750563.45; Assistência Social; 05.32%; 404353.28; 866177.98; -461824.70;  1.17
Prefeitura Municipal de Itainópolis - PI;  2205003;  PI;  11330; Urbanismo; 16.24%; 309141.29; 1668024.26; -1358882.97; Saúde; 15.09%; 4340643.07; 5603547.83; -1262904.76; Educação; 14.38%; 7899983.22; 6696773.27; 1203209.95; Transporte; 09.96%; 225.00; 833654.85; -833429.85; Administração; 07.45%; 2745368.81; 3369037.07; -623668.26;  1.26
Prefeitura Municipal de Sales Oliveira - SP;  3544905;  SP;  11333; Saúde; 31.99%; 9340787.98; 5245990.52; 4094797.46; Previdência Social; 17.04%; 2366984.48; 185961.77; 2181022.71; Urbanismo; 12.09%; 3081973.54; 1534044.58; 1547928.96; Saneamento; 07.52%; 1034504.94; 72025.93; 962479.01; Transporte; 06.58%; 0; 842626.94; -842626.94;  1.10
Prefeitura Municipal de Congonhal - MG;  3117900;  MG;  11334; Educação; 27.67%; 4104296.55; 6579521.90; -2475225.35; Transporte; 19.07%; 2432188.01; 726429.49; 1705758.52; Administração; 14.76%; 2296938.80; 3617478.15; -1320539.35; Saúde; 07.63%; 6112162.44; 5429265.05; 682897.39; Assistência Social; 05.52%; 375322.76; 869011.06; -493688.30;  1.04
Prefeitura Municipal de Itapejara d'Oeste - PR;  4111209;  PR;  11335; Transporte; 22.11%; 2822512.52; 810759.58; 2011752.94; Saúde; 15.81%; 6789399.18; 5350531.41; 1438867.77; Urbanismo; 10.72%; 2575708.98; 1600734.47; 974974.51; Administração; 09.73%; 2636989.27; 3522201.69; -885212.42; Legislativa; 07.21%; 0; 655601.33; -655601.33;  1.15
Prefeitura Municipal de Serra do Mel - RN;  2413359;  RN;  11336; Educação; 17.28%; 7330153.20; 6471924.57; 858228.63; Transporte; 15.64%; 86986.01; 863994.26; -777008.25; Administração; 15.09%; 2770859.10; 3520313.37; -749454.27; Saúde; 08.05%; 5712790.56; 5312762.49; 400028.07; Cultura; 07.63%; 0; 379190.86; -379190.86;  1.15
Prefeitura Municipal de Lençóis - BA;  2919306;  BA;  11340; Educação; 25.38%; 8422155.58; 6550078.43; 1872077.15; Administração; 15.66%; 2644479.35; 3799133.90; -1154654.55; Transporte; 11.45%; 3140.00; 847619.84; -844479.84; Saúde; 09.11%; 4799258.72; 5471451.51; -672192.79; Urbanismo; 08.61%; 2161629.52; 1526391.79; 635237.73;  1.01
Prefeitura Municipal de São João do Ivaí - PR;  4125001;  PR;  11342; Urbanismo; 33.33%; 5386615.78; 1517842.00; 3868773.78; Saúde; 20.27%; 7760834.13; 5408105.14; 2352728.99; Administração; 18.04%; 1669050.40; 3762954.03; -2093903.63; Transporte; 06.80%; 0; 789265.38; -789265.38; Encargos Especiais; 04.31%; 906750.24; 406932.65; 499817.59;  1.20
Prefeitura Municipal de Theobroma - RO;  1101609;  RO;  11345; Educação; 29.42%; 9127990.90; 6656234.52; 2471756.38; Administração; 23.73%; 5620969.45; 3627010.20; 1993959.25; Transporte; 08.70%; 1572147.77; 841249.48; 730898.29; Saúde; 05.54%; 5025072.97; 5490567.80; -465494.83; Urbanismo; 04.64%; 1106973.90; 1496910.69; -389936.79;  1.07
Prefeitura Municipal de Centenário do Sul - PR;  4105102;  PR;  11346; Educação; 23.26%; 4764669.78; 6661816.87; -1897147.09; Urbanismo; 17.34%; 2907764.15; 1493538.72; 1414225.43; Transporte; 11.26%; 0; 918627.98; -918627.98; Legislativa; 09.17%; 0; 748019.11; -748019.11; Assistência Social; 06.35%; 307721.73; 826094.09; -518372.36;  1.26
Prefeitura Municipal de Acari - RN;  2400109;  RN;  11349; Urbanismo; 17.11%; 2452288.11; 1402096.23; 1050191.88; Saúde; 17.08%; 4401641.34; 5450285.51; -1048644.17; Transporte; 16.12%; 2980.00; 992457.52; -989477.52; Educação; 09.44%; 6146247.21; 6725581.09; -579333.88; Encargos Especiais; 07.64%; 0; 468935.40; -468935.40;  1.02
Prefeitura Municipal de Floresta Azul - BA;  2911006;  BA;  11352; Saúde; 24.04%; 3997953.41; 5467822.63; -1469869.22; Transporte; 17.07%; 0; 1043956.52; -1043956.52; Educação; 13.33%; 5999024.75; 6813882.88; -814858.13; Encargos Especiais; 07.61%; 0; 465214.19; -465214.19; Urbanismo; 05.76%; 1822372.91; 1470180.84; 352192.07;  1.12
Prefeitura Municipal de Planura - MG;  3151602;  MG;  11355; Saúde; 24.81%; 7062699.81; 5262217.95; 1800481.86; Urbanismo; 24.41%; 3184012.64; 1412899.54; 1771113.10; Administração; 11.15%; 4141373.63; 3332546.09; 808827.54; Transporte; 09.07%; 334310.92; 992299.75; -657988.83; Legislativa; 07.09%; 1281972.64; 767426.67; 514545.97;  0.98
Prefeitura Municipal de São Romão - MG;  3164209;  MG;  11370; Educação; 29.91%; 4912684.08; 7156418.52; -2243734.44; Administração; 23.33%; 1640106.19; 3389690.98; -1749584.79; Despesas (Intraorçamentárias); 09.55%; 755945.94; 39424.70; 716521.24; Encargos Especiais; 07.49%; 946758.61; 384645.73; 562112.88; Saúde; 05.60%; 4941052.86; 5361376.65; -420323.79;  1.00
Prefeitura Municipal de Moita Bonita - SE;  2804102;  SE;  11372; Administração; 38.60%; 7699081.84; 3016514.77; 4682567.07; Saúde; 27.37%; 2189641.84; 5509365.43; -3319723.59; Urbanismo; 10.76%; 402379.91; 1707444.79; -1305064.88; Transporte; 05.67%; 179441.77; 867503.88; -688062.11; Previdência Social; 03.19%; 0; 386580.72; -386580.72;  1.08
Prefeitura Municipal de São Geraldo - MG;  3161502;  MG;  11372; Educação; 40.05%; 3062296.13; 7307224.79; -4244928.66; Saneamento; 13.39%; 1516624.47; 97510.26; 1419114.21; Administração; 09.52%; 2517047.48; 3526060.29; -1009012.81; Saúde; 07.52%; 4514398.42; 5311388.58; -796990.16; Urbanismo; 06.92%; 818538.88; 1552225.61; -733686.73;  1.01
Prefeitura Municipal de Gentio do Ouro - BA;  2911303;  BA;  11381; Educação; 19.67%; 9125448.03; 7049635.21; 2075812.82; Administração; 18.44%; 1762319.45; 3708254.76; -1945935.31; Transporte; 13.75%; 2177318.55; 726736.38; 1450582.17; Urbanismo; 10.01%; 2502909.12; 1446624.35; 1056284.77; Saúde; 09.65%; 4235085.35; 5253165.94; -1018080.59;  1.04
Prefeitura Municipal de Avelino Lopes - PI;  2201101;  PI;  11390; Saúde; 23.61%; 3748601.95; 5151976.37; -1403374.42; Transporte; 12.34%; 0; 733599.62; -733599.62; Educação; 07.75%; 6668601.33; 7129530.58; -460929.25; Assistência Social; 06.87%; 490746.40; 898920.70; -408174.30; Agricultura; 06.80%; 28163.82; 432311.39; -404147.57;  1.09
Prefeitura Municipal de Porto Esperidião - MT;  5106828;  MT;  11392; Administração; 31.61%; 6809092.50; 3388895.51; 3420196.99; Urbanismo; 12.63%; 114467.33; 1480664.98; -1366197.65; Saúde; 09.07%; 5916524.77; 4935206.88; 981317.89; Educação; 07.72%; 7876782.22; 7041615.73; 835166.49; Previdência Social; 07.66%; 1092550.68; 263691.05; 828859.63;  1.10
Prefeitura Municipal de Ponte Serrada - SC;  4213401;  SC;  11405; Transporte; 18.31%; 2611829.79; 607266.88; 2004562.91; Saúde; 16.54%; 6674326.18; 4863437.30; 1810888.88; Educação; 13.21%; 8446692.23; 7000656.00; 1446036.23; Assistência Social; 09.79%; 1889412.07; 817943.58; 1071468.49; Encargos Especiais; 07.99%; 1159851.54; 285028.60; 874822.94;  1.03
Prefeitura Municipal de Nova Olinda - TO;  1714880;  TO;  11408; Administração; 21.80%; 2118499.70; 3562572.73; -1444073.03; Urbanismo; 15.08%; 623438.24; 1622385.69; -998947.45; Transporte; 12.20%; 1479570.81; 671416.76; 808154.05; Educação; 06.54%; 7421531.62; 6988497.09; 433034.53; Saúde; 06.38%; 4657624.76; 5080085.62; -422460.86;  1.13
Prefeitura Municipal de Fronteiras - PI;  2204303;  PI;  11411; Saúde; 28.82%; 7500613.32; 5004851.14; 2495762.18; Educação; 14.40%; 8205600.86; 6958770.63; 1246830.23; Urbanismo; 09.14%; 2463924.94; 1672564.12; 791360.82; Saneamento; 07.98%; 1026927.74; 335949.05; 690978.69; Legislativa; 07.59%; 1461821.57; 804266.26; 657555.31;  1.06
Prefeitura Municipal de Fagundes - PB;  2506103;  PB;  11413; Educação; 27.00%; 9423154.45; 6951668.02; 2471486.43; Administração; 22.53%; 1441632.64; 3504441.49; -2062808.85; Saúde; 09.67%; 4348946.36; 5234342.50; -885396.14; Transporte; 08.21%; 15070.00; 766842.09; -751772.09; Urbanismo; 05.46%; 1256344.27; 1756326.33; -499982.06;  0.98
Prefeitura Municipal de Aratuba - CE;  2301406;  CE;  11419; Educação; 26.60%; 9695818.85; 7038686.08; 2657132.77; Administração; 23.71%; 1120451.18; 3489216.76; -2368765.58; Encargos Especiais; 10.19%; 1365433.73; 346991.71; 1018442.02; Saúde; 07.86%; 5822854.11; 5037288.80; 785565.31; Transporte; 07.40%; 14397.06; 753232.30; -738835.24;  0.99
Prefeitura Municipal de Cedro - PE;  2604304;  PE;  11421; Previdência Social; 24.62%; 2054993.60; 230393.44; 1824600.16; Urbanismo; 14.37%; 2689460.41; 1624077.78; 1065382.63; Administração; 11.62%; 2735088.18; 3596188.69; -861100.51; Saúde; 07.27%; 4585514.13; 5124298.81; -538784.68; Transporte; 06.83%; 182999.16; 689012.26; -506013.10;  1.04
Prefeitura Municipal de Laranja da Terra - ES;  3203163;  ES;  11428; Administração; 32.89%; 8426040.47; 3028010.99; 5398029.48; Saúde; 15.57%; 7706007.46; 5151006.25; 2555001.21; Educação; 12.24%; 5620536.28; 7629777.27; -2009240.99; Agricultura; 11.39%; 2255626.15; 386807.40; 1868818.75; Urbanismo; 08.46%; 393749.03; 1782445.19; -1388696.16;  1.06
