###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Tonantins - AM;  1304237;  AM;  18322; Educação; 46.61%; 18950116.62; 12249485.99; 6700630.63; Saúde; 08.70%; 7621162.50; 8871647.67; -1250485.17; Urbanismo; 07.38%; 2593352.51; 3654241.74; -1060889.23; Habitação; 04.62%; 792310.30; 128677.40; 663632.90; Transporte; 04.01%; 0; 576125.69; -576125.69;  1.11
Prefeitura Municipal de Formosa da Serra Negra - MA;  2104099;  MA;  18337; Transporte; 26.22%; 5323537.82; 576125.69; 4747412.13; Urbanismo; 19.66%; 95000.00; 3654241.74; -3559241.74; Saúde; 17.08%; 5779781.48; 8871647.67; -3091866.19; Legislativa; 05.84%; 38.20; 1058085.60; -1058047.40; Assistência Social; 04.51%; 611704.57; 1428679.95; -816975.38;  1.13
Prefeitura Municipal de Ibirataia - BA;  2912905;  BA;  18348; Administração; 28.30%; 7979251.77; 3919308.93; 4059942.84; Educação; 21.12%; 15279367.28; 12249485.99; 3029881.29; Urbanismo; 09.88%; 2236500.14; 3654241.74; -1417741.60; Assistência Social; 06.39%; 511659.17; 1428679.95; -917020.78; Encargos Especiais; 05.18%; 1218324.89; 475916.13; 742408.76;  1.11
Prefeitura Municipal de Itacarambi - MG;  3132107;  MG;  18350; Previdência Social; 22.21%; 2996002.40; 485185.69; 2510816.71; Saúde; 21.46%; 11298510.47; 8871647.67; 2426862.80; Educação; 12.54%; 13667705.34; 12249485.99; 1418219.35; Urbanismo; 05.69%; 4297846.27; 3654241.74; 643604.53; Administração; 04.76%; 3381064.81; 3919308.93; -538244.12;  1.07
Prefeitura Municipal de Batalha - AL;  2700706;  AL;  18353; Administração; 21.27%; 6470874.21; 3919308.93; 2551565.28; Urbanismo; 20.08%; 1245270.13; 3654241.74; -2408971.61; Previdência Social; 12.42%; 1975627.63; 485185.69; 1490441.94; Saúde; 08.66%; 9911113.48; 8871647.67; 1039465.81; Educação; 05.35%; 12891549.00; 12249485.99; 642063.01;  1.12
Prefeitura Municipal de Maraã - AM;  1302801;  AM;  18367; Educação; 58.20%; 21624103.49; 12249485.99; 9374617.50; Administração; 06.75%; 5006824.32; 3919308.93; 1087515.39; Legislativa; 06.57%; 0; 1058085.60; -1058085.60; Saúde; 06.10%; 7889588.87; 8871647.67; -982058.80; Transporte; 03.58%; 0; 576125.69; -576125.69;  1.22
Prefeitura Municipal de Tremedal - BA;  2931806;  BA;  18367; Urbanismo; 24.28%; 1706731.80; 3654241.74; -1947509.94; Saúde; 21.01%; 7186692.04; 8871647.67; -1684955.63; Assistência Social; 07.70%; 811267.35; 1428679.95; -617412.60; Agricultura; 07.23%; 161841.67; 742064.75; -580223.08; Previdência Social; 06.05%; 0; 485185.69; -485185.69;  1.08
Prefeitura Municipal de Passagem Franca - MA;  2107902;  MA;  18387; Urbanismo; 20.31%; 377253.05; 3654241.74; -3276988.69; Administração; 16.21%; 6534258.58; 3919308.93; 2614949.65; Educação; 14.05%; 14516268.60; 12249485.99; 2266782.61; Saúde; 08.75%; 7460446.20; 8871647.67; -1411201.47; Transporte; 07.53%; 1790756.70; 576125.69; 1214631.01;  1.13
Prefeitura Municipal de Jucurutu - RN;  2406106;  RN;  18409; Saúde; 15.73%; 7880962.43; 8924847.72; -1043885.29; Educação; 11.30%; 11362839.31; 12112571.51; -749732.20; Transporte; 09.57%; 0; 634937.18; -634937.18; Previdência Social; 08.64%; 0; 573060.84; -573060.84; Urbanismo; 08.42%; 4107772.85; 3548762.58; 559010.27;  1.03
Prefeitura Municipal de Carmópolis de Minas - MG;  3114501;  MG;  18416; Saneamento; 24.03%; 4315400.58; 406895.77; 3908504.81; Educação; 19.47%; 8796378.73; 11962968.40; -3166589.67; Urbanismo; 17.39%; 806994.97; 3636510.23; -2829515.26; Administração; 16.73%; 6681457.43; 3960169.36; 2721288.07; Agricultura; 04.39%; 0; 713380.25; -713380.25;  1.18
Prefeitura Municipal de Envira - AM;  1301506;  AM;  18422; Administração; 32.05%; 8269036.88; 3960169.36; 4308867.52; Saúde; 29.18%; 4964044.47; 8886352.92; -3922308.45; Saneamento; 07.49%; 1413624.99; 406895.77; 1006729.22; Assistência Social; 06.82%; 482702.49; 1399571.87; -916869.38; Educação; 04.75%; 12601427.01; 11962968.40; 638458.61;  1.06
Prefeitura Municipal de Pitimbu - PB;  2511905;  PB;  18422; Educação; 32.97%; 1032246.09; 11962968.40; -10930722.31; Saúde; 25.42%; 460494.97; 8886352.92; -8425857.95; Administração; 11.02%; 308407.11; 3960169.36; -3651762.25; Urbanismo; 10.34%; 209644.23; 3636510.23; -3426866.00; Assistência Social; 03.94%; 91990.02; 1399571.87; -1307581.85;  1.53
Prefeitura Municipal de Jaguaripe - BA;  2917805;  BA;  18432; Educação; 56.09%; 24616055.00; 11962968.40; 12653086.60; Saúde; 11.52%; 6288059.43; 8886352.92; -2598293.49; Urbanismo; 06.10%; 5011655.57; 3636510.23; 1375145.34; Administração; 03.77%; 3110384.97; 3960169.36; -849784.39; Assistência Social; 03.49%; 611975.94; 1399571.87; -787595.93;  1.13
Prefeitura Municipal de Lagoa da Canoa - AL;  2704104;  AL;  18437; Educação; 26.26%; 14797759.70; 11962968.40; 2834791.30; Previdência Social; 24.55%; 3222872.09; 573060.84; 2649811.25; Urbanismo; 16.11%; 1897505.19; 3636510.23; -1739005.04; Transporte; 05.30%; 1207420.00; 634937.18; 572482.82; Saneamento; 03.77%; 0; 406895.77; -406895.77;  1.08
Prefeitura Municipal de Belo Campo - BA;  2903508;  BA;  18459; Administração; 16.98%; 2443572.55; 3960169.36; -1516596.81; Saúde; 14.15%; 10149933.71; 8886352.92; 1263580.79; Desporto e Lazer; 08.39%; 1065137.04; 315406.82; 749730.22; Educação; 07.39%; 12623439.97; 11962968.40; 660471.57; Agricultura; 07.32%; 59722.59; 713380.25; -653657.66;  1.07
Prefeitura Municipal de Castelo do Piauí - PI;  2202604;  PI;  18466; Urbanismo; 33.93%; 0; 3636510.23; -3636510.23; Educação; 21.10%; 14224140.29; 11962968.40; 2261171.89; Saneamento; 07.05%; 1162450.75; 406895.77; 755554.98; Previdência Social; 05.35%; 0; 573060.84; -573060.84; Transporte; 05.29%; 67811.25; 634937.18; -567125.93;  1.34
Prefeitura Municipal de Borda da Mata - MG;  3108305;  MG;  18481; Educação; 23.08%; 9874464.36; 11962968.40; -2088504.04; Urbanismo; 14.57%; 2318182.47; 3636510.23; -1318327.76; Agricultura; 07.88%; 0; 713380.25; -713380.25; Previdência Social; 06.33%; 0; 573060.84; -573060.84; Transporte; 05.84%; 1162987.59; 634937.18; 528050.41;  1.22
Prefeitura Municipal de Ibipeba - BA;  2912400;  BA;  18540; Educação; 39.23%; 8307659.97; 11962968.40; -3655308.43; Saúde; 08.63%; 8082358.33; 8886352.92; -803994.59; Transporte; 08.30%; 1408469.45; 634937.18; 773532.27; Previdência Social; 06.15%; 0; 573060.84; -573060.84; Assistência Social; 05.91%; 849311.90; 1399571.87; -550259.97;  1.19
Prefeitura Municipal de Chapada dos Guimarães - MT;  5103007;  MT;  18548; Administração; 29.13%; 8331915.11; 3960169.36; 4371745.75; Urbanismo; 18.02%; 933154.72; 3636510.23; -2703355.51; Saneamento; 08.60%; 1696859.69; 406895.77; 1289963.92; Previdência Social; 06.51%; 1550541.56; 573060.84; 977480.72; Saúde; 05.67%; 9736701.35; 8886352.92; 850348.43;  1.11
Prefeitura Municipal de Conceição do Almeida - BA;  2908309;  BA;  18583; Administração; 33.65%; 15465207.14; 3960169.36; 11505037.78; Educação; 21.63%; 4568209.07; 11962968.40; -7394759.33; Saúde; 20.21%; 1976193.73; 8886352.92; -6910159.19; Urbanismo; 09.31%; 454843.13; 3636510.23; -3181667.10; Assistência Social; 03.11%; 337024.85; 1399571.87; -1062547.02;  1.15
Prefeitura Municipal de Piatã - BA;  2924306;  BA;  18584; Saúde; 18.22%; 7040827.96; 8925553.60; -1884725.64; Administração; 15.05%; 2401764.23; 3958753.38; -1556989.15; Educação; 14.16%; 13539964.06; 12075916.04; 1464048.02; Urbanismo; 11.98%; 4741785.96; 3503070.83; 1238715.13; Cultura; 05.90%; 1129578.90; 519335.34; 610243.56;  1.00
Prefeitura Municipal de Jaicós - PI;  2205201;  PI;  18585; Urbanismo; 27.52%; 497783.29; 3721723.72; -3223940.43; Educação; 13.53%; 10519611.65; 12104381.28; -1584769.63; Saúde; 10.66%; 7588257.70; 8837566.50; -1249308.80; Previdência Social; 06.57%; 1263955.00; 494619.44; 769335.56; Saneamento; 05.91%; 1100465.72; 407857.68; 692608.04;  1.19
Prefeitura Municipal de Cafarnaum - BA;  2905305;  BA;  18595; Educação; 31.89%; 15756504.05; 12104381.28; 3652122.77; Urbanismo; 13.76%; 2145479.29; 3721723.72; -1576244.43; Saúde; 07.18%; 8014960.94; 8837566.50; -822605.56; Transporte; 05.57%; 0; 637677.94; -637677.94; Agricultura; 04.73%; 96658.14; 638001.43; -541343.29;  1.25
Prefeitura Municipal de Macarani - BA;  2919702;  BA;  18608; Saúde; 19.74%; 7000611.87; 8837566.50; -1836954.63; Urbanismo; 11.78%; 2625327.46; 3721723.72; -1096396.26; Administração; 10.76%; 2959080.06; 3960793.22; -1001713.16; Saneamento; 10.59%; 1393612.82; 407857.68; 985755.14; Assistência Social; 06.72%; 773555.08; 1399033.35; -625478.27;  1.41
Prefeitura Municipal de Jijoca de Jericoacoara - CE;  2307254;  CE;  18616; Educação; 24.63%; 14905007.37; 12041651.96; 2863355.41; Assistência Social; 11.47%; 2705027.55; 1371214.64; 1333812.91; Urbanismo; 11.10%; 2378223.76; 3668695.82; -1290472.06; Legislativa; 09.87%; 0; 1147733.19; -1147733.19; Administração; 09.56%; 5284848.26; 4173831.34; 1111016.92;  1.05
Prefeitura Municipal de Porto Belo - SC;  4213500;  SC;  18630; Educação; 28.72%; 16220883.83; 12153697.51; 4067186.32; Urbanismo; 25.16%; 7247596.22; 3684646.86; 3562949.36; Administração; 07.32%; 5284143.22; 4247279.72; 1036863.50; Comércio e Serviços; 06.35%; 1215958.35; 316989.10; 898969.25; Despesas (Intraorçamentárias); 05.57%; 1465107.51; 676215.81; 788891.70;  1.13
Prefeitura Municipal de Picuí - PB;  2511400;  PB;  18634; Previdência Social; 25.02%; 3969398.63; 706965.75; 3262432.88; Urbanismo; 13.84%; 1879938.71; 3684646.86; -1804708.15; Administração; 12.77%; 2582169.19; 4247279.72; -1665110.53; Educação; 11.42%; 13642905.54; 12153697.51; 1489208.03; Saúde; 08.45%; 10038660.87; 8936304.99; 1102355.88;  1.07
Prefeitura Municipal de Cariré - CE;  2303105;  CE;  18637; Urbanismo; 21.74%; 6360750.36; 3489054.10; 2871696.26; Saúde; 14.78%; 6978773.30; 8930995.90; -1952222.60; Legislativa; 08.78%; 0; 1159360.28; -1159360.28; Administração; 08.32%; 3179269.09; 4278918.14; -1099649.05; Agricultura; 06.20%; 1514458.34; 695850.81; 818607.53;  1.03
Prefeitura Municipal de São Francisco do Guaporé - RO;  1101492;  RO;  18640; Administração; 23.68%; 7488648.29; 4247389.39; 3241258.90; Urbanismo; 17.60%; 1371602.09; 3781267.93; -2409665.84; Transporte; 11.29%; 2295911.74; 750048.75; 1545862.99; Educação; 11.01%; 13590964.71; 12084137.68; 1506827.03; Agricultura; 07.38%; 1760173.63; 750167.66; 1010005.97;  1.17
Prefeitura Municipal de Boa Vista do Tupim - BA;  2903805;  BA;  18677; Educação; 28.62%; 15293206.34; 12084137.68; 3209068.66; Administração; 19.23%; 2091434.85; 4247389.39; -2155954.54; Saúde; 08.28%; 7994680.36; 8922704.47; -928024.11; Assistência Social; 06.38%; 733534.31; 1448466.57; -714932.26; Previdência Social; 06.31%; 0; 706965.75; -706965.75;  1.07
Prefeitura Municipal de Papanduva - SC;  4212205;  SC;  18681; Educação; 26.86%; 8141346.08; 12084137.68; -3942791.60; Despesas (Intraorçamentárias); 11.28%; 2332222.73; 676215.81; 1656006.92; Transporte; 09.44%; 2135211.63; 750048.75; 1385162.88; Administração; 08.44%; 3008654.37; 4247389.39; -1238735.02; Urbanismo; 06.64%; 2806702.96; 3781267.93; -974564.97;  1.10
Prefeitura Municipal de São José do Rio Claro - MT;  5107305;  MT;  18701; Educação; 33.83%; 9513708.57; 12305320.64; -2791612.07; Despesas (Intraorçamentárias); 12.49%; 1625430.38; 594944.29; 1030486.09; Previdência Social; 06.37%; 1173900.73; 648270.71; 525630.02; Saneamento; 05.71%; 0; 470752.39; -470752.39; Administração; 05.51%; 3798853.23; 4253681.20; -454827.97;  1.05
Prefeitura Municipal de Jaguaruna - SC;  4208807;  SC;  18704; Transporte; 33.47%; 6421367.95; 744714.59; 5676653.36; Administração; 11.19%; 6198682.28; 4301407.25; 1897275.03; Educação; 10.98%; 10356793.25; 12218512.62; -1861719.37; Urbanismo; 07.73%; 2363858.54; 3674792.82; -1310934.28; Saneamento; 07.09%; 1602486.79; 400647.29; 1201839.50;  1.16
Prefeitura Municipal de Nova Olímpia - MT;  5106232;  MT;  18704; Saúde; 30.13%; 11486903.53; 8663372.84; 2823530.69; Urbanismo; 21.83%; 1648521.78; 3693986.63; -2045464.85; Previdência Social; 11.05%; 1710096.22; 674409.40; 1035686.82; Legislativa; 08.07%; 1817460.00; 1061256.54; 756203.46; Despesas (Intraorçamentárias); 06.90%; 0; 646235.15; -646235.15;  1.05
Prefeitura Municipal de São José dos Quatro Marcos - MT;  5107107;  MT;  18710; Educação; 25.47%; 8863635.61; 11937684.83; -3074049.22; Administração; 14.21%; 5921680.20; 4207404.46; 1714275.74; Urbanismo; 13.94%; 1865259.00; 3546984.70; -1681725.70; Saneamento; 08.03%; 1385858.59; 416488.06; 969370.53; Transporte; 06.42%; 0; 774168.72; -774168.72;  1.20
Prefeitura Municipal de Ibititá - BA;  2913101;  BA;  18740; Educação; 23.21%; 14289860.92; 11609590.58; 2680270.34; Saúde; 18.50%; 6854474.14; 8990589.54; -2136115.40; Urbanismo; 08.59%; 4439986.70; 3448500.84; 991485.86; Transporte; 07.12%; 0; 821996.92; -821996.92; Previdência Social; 06.80%; 0; 785121.54; -785121.54;  1.00
Prefeitura Municipal de Morros - MA;  2107100;  MA;  18747; Educação; 30.64%; 17873529.39; 11845642.50; 6027886.89; Urbanismo; 17.71%; 61540.50; 3545168.86; -3483628.36; Administração; 08.24%; 5849154.04; 4228016.01; 1621138.03; Saúde; 06.39%; 7912921.03; 9169494.92; -1256573.89; Legislativa; 05.84%; 0; 1149385.40; -1149385.40;  1.25
Prefeitura Municipal de Formoso do Araguaia - TO;  1708205;  TO;  18773; Urbanismo; 23.12%; 725753.89; 3545168.86; -2819414.97; Educação; 17.10%; 9759631.48; 11845642.50; -2086011.02; Gestão Ambiental; 13.65%; 1815628.35; 151057.49; 1664570.86; Previdência Social; 11.72%; 2214785.58; 785121.54; 1429664.04; Saúde; 06.82%; 8338239.23; 9169494.92; -831255.69;  1.16
Prefeitura Municipal de Jaboticatubas - MG;  3134608;  MG;  18785; Educação; 26.87%; 8859476.53; 11845642.50; -2986165.97; Urbanismo; 16.54%; 1707166.68; 3545168.86; -1838002.18; Previdência Social; 11.97%; 2114890.39; 785121.54; 1329768.85; Gestão Ambiental; 09.22%; 1176271.35; 151057.49; 1025213.86; Despesas (Intraorçamentárias); 05.81%; 0; 646235.15; -646235.15;  1.14
Prefeitura Municipal de Ervália - MG;  3124005;  MG;  18789; Administração; 32.56%; 11977529.20; 4228016.01; 7749513.19; Educação; 18.46%; 7453370.28; 11845642.50; -4392272.22; Saúde; 16.49%; 5244407.65; 9169494.92; -3925087.27; Urbanismo; 10.26%; 1104386.78; 3545168.86; -2440782.08; Assistência Social; 03.80%; 553741.54; 1458907.78; -905166.24;  1.09
Prefeitura Municipal de Rosana - SP;  3544251;  SP;  18803; Saúde; 20.55%; 15513434.58; 9169494.92; 6343939.66; Urbanismo; 18.31%; 9195448.67; 3545168.86; 5650279.81; Encargos Especiais; 11.97%; 4276585.24; 582552.22; 3694033.02; Educação; 10.33%; 15035160.09; 11845642.50; 3189517.59; Legislativa; 07.88%; 3581094.25; 1149385.40; 2431708.85;  1.13
Prefeitura Municipal de São Simão - GO;  5220405;  GO;  18804; Saúde; 30.50%; 22907195.62; 9169494.92; 13737700.70; Educação; 15.73%; 18928867.07; 11845642.50; 7083224.57; Urbanismo; 11.85%; 8880383.10; 3545168.86; 5335214.24; Assistência Social; 09.47%; 5725656.62; 1458907.78; 4266748.84; Saneamento; 05.42%; 2841609.52; 401098.89; 2440510.63;  1.09
Prefeitura Municipal de São Luís Gonzaga do Maranhão - MA;  2111409;  MA;  18807; Educação; 50.05%; 21157292.47; 11845642.50; 9311649.97; Urbanismo; 07.81%; 4998906.29; 3545168.86; 1453737.43; Assistência Social; 04.42%; 636003.40; 1458907.78; -822904.38; Agricultura; 04.34%; 1800.00; 809211.25; -807411.25; Saúde; 04.29%; 8372004.13; 9169494.92; -797490.79;  1.14
Prefeitura Municipal de Cariús - CE;  2303303;  CE;  18813; Urbanismo; 20.47%; 216938.23; 3777598.89; -3560660.66; Educação; 16.17%; 9312959.86; 12126239.43; -2813279.57; Saúde; 13.95%; 6845971.49; 9273704.76; -2427733.27; Administração; 10.79%; 6062298.24; 4184311.14; 1877987.10; Saneamento; 10.24%; 2078193.06; 297189.24; 1781003.82;  1.02
Prefeitura Municipal de Conceição - PB;  2504405;  PB;  18816; Urbanismo; 22.38%; 525252.54; 3238215.62; -2712963.08; Educação; 21.28%; 9279236.97; 11858494.17; -2579257.20; Saúde; 13.89%; 10573836.00; 8890617.90; 1683218.10; Previdência Social; 06.44%; 0; 780906.25; -780906.25; Agricultura; 06.30%; 0; 763061.19; -763061.19;  1.13
Prefeitura Municipal de Anori - AM;  1300102;  AM;  18826; Educação; 27.55%; 8335362.94; 11858494.17; -3523131.23; Saúde; 20.07%; 6324023.40; 8890617.90; -2566594.50; Urbanismo; 11.30%; 4683904.68; 3238215.62; 1445689.06; Segurança Pública; 06.76%; 898560.60; 33600.52; 864960.08; Previdência Social; 06.11%; 0; 780906.25; -780906.25;  1.32
Prefeitura Municipal de Afrânio - PE;  2600203;  PE;  18831; Educação; 31.13%; 15202714.23; 11858494.17; 3344220.06; Urbanismo; 21.61%; 916323.69; 3238215.62; -2321891.93; Administração; 07.95%; 4993565.60; 4139244.29; 854321.31; Despesas (Intraorçamentárias); 06.02%; 0; 646235.15; -646235.15; Transporte; 05.23%; 42300.00; 603679.73; -561379.73;  1.11
Prefeitura Municipal de Cajari - MA;  2102507;  MA;  18850; Educação; 19.86%; 14992527.32; 11858494.17; 3134033.15; Urbanismo; 17.16%; 531106.02; 3238215.62; -2707109.60; Saúde; 12.85%; 6862166.51; 8890617.90; -2028451.39; Transporte; 08.46%; 1938694.31; 603679.73; 1335014.58; Legislativa; 07.40%; 0; 1166980.24; -1166980.24;  1.10
Prefeitura Municipal de Umburanas - BA;  2932457;  BA;  18851; Saúde; 28.87%; 5805624.38; 8890617.90; -3084993.52; Urbanismo; 15.74%; 1555969.26; 3238215.62; -1682246.36; Educação; 13.92%; 13345520.94; 11858494.17; 1487026.77; Administração; 06.42%; 4825277.73; 4139244.29; 686033.44; Despesas (Intraorçamentárias); 06.05%; 0; 646235.15; -646235.15;  1.07
Prefeitura Municipal de Cocalzinho de Goiás - GO;  5205513;  GO;  18871; Educação; 30.22%; 15242046.68; 11858494.17; 3383552.51; Assistência Social; 14.85%; 3018968.79; 1356426.11; 1662542.68; Urbanismo; 08.87%; 2245541.30; 3238215.62; -992674.32; Previdência Social; 06.97%; 0; 780906.25; -780906.25; Despesas (Intraorçamentárias); 05.77%; 0; 646235.15; -646235.15;  1.15
Prefeitura Municipal de Cerqueira César - SP;  3511409;  SP;  18909; Saúde; 24.37%; 12481798.70; 8669634.02; 3812164.68; Despesas (Intraorçamentárias); 21.61%; 3834647.47; 454502.78; 3380144.69; Previdência Social; 12.31%; 2576944.88; 652059.01; 1924885.87; Administração; 08.66%; 5441821.93; 4086913.55; 1354908.38; Urbanismo; 07.22%; 4311474.67; 3181662.63; 1129812.04;  1.01
Prefeitura Municipal de Remígio - PB;  2512705;  PB;  18922; Saúde; 16.77%; 6922534.33; 8824407.54; -1901873.21; Administração; 13.76%; 2552362.70; 4112582.59; -1560219.89; Previdência Social; 13.65%; 2309724.63; 761733.81; 1547990.82; Educação; 10.46%; 10854281.94; 12040204.38; -1185922.44; Urbanismo; 08.00%; 2219223.76; 3126960.49; -907736.73;  1.24
Prefeitura Municipal de Farias Brito - CE;  2304301;  CE;  18937; Educação; 22.89%; 14498005.90; 12040204.38; 2457801.52; Administração; 15.61%; 5789412.92; 4112582.59; 1676830.33; Urbanismo; 12.89%; 1742756.77; 3126960.49; -1384203.72; Gestão Ambiental; 12.10%; 1380519.57; 80767.03; 1299752.54; Previdência Social; 07.09%; 0; 761733.81; -761733.81;  1.11
Prefeitura Municipal de Caconde - SP;  3508702;  SP;  18952; Urbanismo; 23.35%; 6524640.79; 3162142.82; 3362497.97; Comércio e Serviços; 21.11%; 3106660.22; 66422.49; 3040237.73; Agricultura; 10.72%; 2185487.39; 642160.37; 1543327.02; Educação; 09.46%; 13321430.42; 11958825.17; 1362605.25; Assistência Social; 06.45%; 2270787.32; 1341113.12; 929674.20;  1.05
Prefeitura Municipal de Neópolis - SE;  2804409;  SE;  18961; Administração; 33.97%; 10778557.65; 4197161.07; 6581396.58; Saúde; 24.17%; 3870454.28; 8552441.45; -4681987.17; Urbanismo; 09.91%; 1435531.70; 3354702.84; -1919171.14; Agricultura; 03.77%; 0; 730649.71; -730649.71; Previdência Social; 03.74%; 0; 724766.26; -724766.26;  1.16
Prefeitura Municipal de Iati - PE;  2606507;  PE;  18962; Educação; 20.08%; 14922043.89; 12243754.48; 2678289.41; Previdência Social; 15.97%; 2854816.96; 724766.26; 2130050.70; Urbanismo; 14.78%; 1383634.14; 3354702.84; -1971068.70; Administração; 10.66%; 5619056.26; 4197161.07; 1421895.19; Saúde; 08.30%; 7445481.24; 8552441.45; -1106960.21;  1.09
Prefeitura Municipal de Magalhães de Almeida - MA;  2106300;  MA;  18982; Educação; 56.12%; 27823229.99; 12243754.48; 15579475.51; Saneamento; 07.68%; 2522373.57; 390332.23; 2132041.34; Transporte; 06.80%; 2368675.71; 479688.53; 1888987.18; Saúde; 06.52%; 6742618.57; 8552441.45; -1809822.88; Administração; 04.18%; 3036040.69; 4197161.07; -1161120.38;  1.11
Prefeitura Municipal de Serrita - PE;  2614006;  PE;  18985; Educação; 30.42%; 14802601.55; 12243754.48; 2558847.07; Previdência Social; 17.28%; 2178072.68; 724766.26; 1453306.42; Despesas (Intraorçamentárias); 07.68%; 0; 646235.15; -646235.15; Agricultura; 07.03%; 1321705.95; 730649.71; 591056.24; Encargos Especiais; 06.00%; 0; 504827.14; -504827.14;  1.17
Prefeitura Municipal de Muniz Freire - ES;  3203700;  ES;  18994; Educação; 22.53%; 16104006.40; 12243754.48; 3860251.92; Saúde; 15.71%; 11245237.32; 8552441.45; 2692795.87; Administração; 14.08%; 6609135.95; 4197161.07; 2411974.88; Agricultura; 08.38%; 2165931.15; 730649.71; 1435281.44; Assistência Social; 06.90%; 2579833.90; 1396896.83; 1182937.07;  1.14
Prefeitura Municipal de Colorado do Oeste - RO;  1100064;  RO;  19001; Educação; 26.29%; 7653229.46; 12243754.48; -4590525.02; Urbanismo; 19.21%; 0; 3354702.84; -3354702.84; Administração; 16.06%; 7001288.62; 4197161.07; 2804127.55; Transporte; 09.74%; 2180390.90; 479688.53; 1700702.37; Agricultura; 04.18%; 0; 730649.71; -730649.71;  1.17
Prefeitura Municipal de Floresta do Araguaia - PA;  1503044;  PA;  19005; Administração; 44.06%; 14684907.29; 4197161.07; 10487746.22; Urbanismo; 13.27%; 196072.86; 3354702.84; -3158629.98; Educação; 08.32%; 14224291.38; 12243754.48; 1980536.90; Saúde; 07.63%; 6736718.13; 8552441.45; -1815723.32; Transporte; 06.39%; 2000866.08; 479688.53; 1521177.55;  1.14
Prefeitura Municipal de Olho d'Água das Cunhãs - MA;  2107407;  MA;  19009; Educação; 52.46%; 19840372.06; 12243754.48; 7596617.58; Legislativa; 07.90%; 0; 1143578.50; -1143578.50; Administração; 06.61%; 3240465.95; 4197161.07; -956695.12; Urbanismo; 05.93%; 2496228.77; 3354702.84; -858474.07; Previdência Social; 05.01%; 0; 724766.26; -724766.26;  1.07
Prefeitura Municipal de Alhandra - PB;  2500601;  PB;  19057; Saúde; 25.22%; 16672625.48; 8552441.45; 8120184.03; Administração; 19.74%; 10552257.02; 4197161.07; 6355095.95; Educação; 13.90%; 16717185.10; 12243754.48; 4473430.62; Transporte; 09.73%; 3611285.98; 479688.53; 3131597.45; Urbanismo; 06.19%; 5348794.20; 3354702.84; 1994091.36;  1.25
Prefeitura Municipal de Aporá - BA;  2901908;  BA;  19063; Administração; 18.87%; 2307236.54; 4197161.07; -1889924.53; Saúde; 14.47%; 7102819.48; 8552441.45; -1449621.97; Educação; 09.75%; 13220571.73; 12243754.48; 976817.25; Previdência Social; 07.24%; 0; 724766.26; -724766.26; Despesas (Intraorçamentárias); 06.45%; 0; 646235.15; -646235.15;  1.16
Prefeitura Municipal de Nova Alvorada do Sul - MS;  5006002;  MS;  19086; Educação; 28.36%; 21219528.21; 12243754.48; 8975773.73; Saúde; 18.05%; 14264815.61; 8552441.45; 5712374.16; Administração; 16.77%; 9504641.63; 4197161.07; 5307480.56; Urbanismo; 11.10%; 6868098.78; 3354702.84; 3513395.94; Assistência Social; 06.06%; 3315984.49; 1396896.83; 1919087.66;  1.30
Prefeitura Municipal de Baependi - MG;  3104908;  MG;  19117; Educação; 30.50%; 8624549.73; 12130637.27; -3506087.54; Urbanismo; 12.99%; 1998189.66; 3491255.19; -1493065.53; Previdência Social; 09.01%; 1757502.92; 721879.80; 1035623.12; Administração; 08.65%; 3224804.81; 4219603.22; -994798.41; Despesas (Intraorçamentárias); 06.50%; 1327039.36; 579883.18; 747156.18;  1.05
Prefeitura Municipal de Montanha - ES;  3203502;  ES;  19138; Educação; 26.96%; 16779669.69; 11993722.79; 4785946.90; Urbanismo; 13.22%; 5731963.77; 3385776.03; 2346187.74; Saúde; 12.47%; 10731673.10; 8518890.19; 2212782.91; Transporte; 10.86%; 2417601.38; 490029.66; 1927571.72; Assistência Social; 08.70%; 2918119.17; 1373722.07; 1544397.10;  1.11
Prefeitura Municipal de Reriutaba - CE;  2311702;  CE;  19145; Educação; 31.96%; 15798916.70; 11875426.02; 3923490.68; Administração; 16.04%; 2373444.53; 4342528.86; -1969084.33; Urbanismo; 11.89%; 2072998.08; 3532944.46; -1459946.38; Saúde; 07.25%; 7824841.48; 8714752.62; -889911.14; Despesas (Intraorçamentárias); 05.26%; 0; 646235.15; -646235.15;  1.03
Prefeitura Municipal de Mazagão - AP;  1600402;  AP;  19157; Saúde; 16.85%; 6531747.54; 8753953.30; -2222205.76; Agricultura; 12.40%; 2385756.43; 749820.79; 1635935.64; Urbanismo; 12.31%; 5023602.23; 3399505.07; 1624097.16; Administração; 11.56%; 5865311.04; 4341112.87; 1524198.17; Gestão Ambiental; 06.48%; 982976.76; 128485.69; 854491.07;  1.22
