###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Camocim de São Félix - PE;  2603504;  PE;  18138; Urbanismo; 25.36%; 516473.65; 3144237.55; -2627763.90; Saúde; 14.80%; 7144601.97; 8677699.31; -1533097.34; Educação; 09.68%; 13109208.79; 12106285.83; 1002922.96; Transporte; 07.00%; 35098.30; 760238.52; -725140.22; Administração; 06.98%; 3809844.10; 4533034.45; -723190.35;  0.98
Prefeitura Municipal de Engenheiro Coelho - SP;  3515152;  SP;  18153; Saúde; 20.55%; 10956064.49; 8644803.97; 2311260.52; Administração; 15.61%; 2844332.22; 4600054.17; -1755721.95; Despesas (Intraorçamentárias); 11.60%; 1654121.42; 349021.79; 1305099.63; Segurança Pública; 10.09%; 1198595.98; 63540.78; 1135055.20; Educação; 08.57%; 11249869.03; 12214237.09; -964368.06;  1.03
Prefeitura Municipal de Colina - SP;  3512001;  SP;  18177; Educação; 21.67%; 18238215.14; 12090790.52; 6147424.62; Habitação; 18.34%; 5259655.44; 54584.79; 5205070.65; Administração; 12.95%; 8207430.30; 4533936.29; 3673494.01; Saúde; 09.28%; 11266061.29; 8633063.58; 2632997.71; Urbanismo; 07.92%; 5313941.21; 3065654.41; 2248286.80;  1.09
Prefeitura Municipal de Schroeder - SC;  4217402;  SC;  18186; Educação; 10.99%; 11105416.04; 12158180.15; -1052764.11; Saneamento; 10.32%; 1747037.91; 758398.64; 988639.27; Administração; 09.75%; 3611980.82; 4545522.34; -933541.52; Gestão Ambiental; 09.43%; 1027847.59; 124663.47; 903184.12; Transporte; 08.47%; 0; 811104.63; -811104.63;  1.13
Prefeitura Municipal de São Benedito do Rio Preto - MA;  2110401;  MA;  18189; Educação; 18.51%; 14793819.68; 12158180.15; 2635639.53; Urbanismo; 15.19%; 961563.63; 3125196.25; -2163632.62; Saúde; 14.27%; 6679626.50; 8711122.07; -2031495.57; Administração; 09.32%; 5873090.27; 4545522.34; 1327567.93; Legislativa; 08.12%; 0; 1156549.04; -1156549.04;  1.11
Prefeitura Municipal de Poção de Pedras - MA;  2108900;  MA;  18191; Educação; 31.03%; 18308616.54; 12158180.15; 6150436.39; Transporte; 21.30%; 5034224.33; 811104.63; 4223119.70; Administração; 07.91%; 2977732.68; 4545522.34; -1567789.66; Saúde; 07.22%; 10141767.13; 8711122.07; 1430645.06; Urbanismo; 05.83%; 1969815.88; 3125196.25; -1155380.37;  1.16
Prefeitura Municipal de Estrela de Alagoas - AL;  2702553;  AL;  18198; Educação; 20.88%; 14252391.57; 12121974.73; 2130416.84; Saúde; 14.92%; 7184125.90; 8706671.58; -1522545.68; Urbanismo; 14.64%; 4588560.52; 3094629.61; 1493930.91; Transporte; 07.95%; 0; 811104.63; -811104.63; Previdência Social; 07.53%; 0; 768210.56; -768210.56;  0.99
Prefeitura Municipal de Presidente Sarney - MA;  2109270;  MA;  18210; Educação; 27.51%; 16666520.14; 12162918.50; 4503601.64; Saúde; 20.71%; 5315255.17; 8705990.97; -3390735.80; Urbanismo; 15.36%; 644321.32; 3159124.69; -2514803.37; Legislativa; 07.07%; 0; 1157921.47; -1157921.47; Saneamento; 04.66%; 0; 762549.83; -762549.83;  1.12
Prefeitura Municipal de Arinos - MG;  3104502;  MG;  18210; Urbanismo; 19.43%; 1078451.76; 3159124.69; -2080672.93; Administração; 16.14%; 2781132.20; 4509829.93; -1728697.73; Saúde; 15.08%; 7090363.61; 8705990.97; -1615627.36; Educação; 09.24%; 11172776.29; 12162918.50; -990142.21; Saneamento; 06.75%; 39657.45; 762549.83; -722892.38;  1.12
Prefeitura Municipal de Águas de Lindóia - SP;  3500501;  SP;  18212; Educação; 24.98%; 18886589.07; 12162918.50; 6723670.57; Saúde; 17.51%; 13417942.41; 8705990.97; 4711951.44; Comércio e Serviços; 13.37%; 3762336.73; 163935.26; 3598401.47; Assistência Social; 12.00%; 4640775.05; 1411285.02; 3229490.03; Urbanismo; 06.71%; 4966230.88; 3159124.69; 1807106.19;  1.25
Prefeitura Municipal de Ribeirópolis - SE;  2806008;  SE;  18218; Educação; 27.24%; 9590466.23; 12162918.50; -2572452.27; Saúde; 11.49%; 7621058.45; 8705990.97; -1084932.52; Urbanismo; 09.71%; 2241857.10; 3159124.69; -917267.59; Previdência Social; 08.05%; 0; 760097.48; -760097.48; Saneamento; 07.22%; 81115.94; 762549.83; -681433.89;  1.17
Prefeitura Municipal de Barão de Grajaú - MA;  2101509;  MA;  18223; Saúde; 30.92%; 3276366.57; 8773911.01; -5497544.44; Educação; 14.94%; 9568822.65; 12225326.29; -2656503.64; Administração; 10.37%; 2683479.59; 4527561.50; -1844081.91; Transporte; 07.95%; 2196059.55; 781603.14; 1414456.41; Legislativa; 06.59%; 0; 1171618.62; -1171618.62;  1.04
Prefeitura Municipal de Luz - MG;  3138807;  MG;  18230; Educação; 35.17%; 8100939.87; 12213849.13; -4112909.26; Saneamento; 17.83%; 2811866.93; 726906.24; 2084960.69; Encargos Especiais; 07.96%; 1535381.82; 604241.72; 931140.10; Administração; 06.87%; 3676421.85; 4480379.19; -803957.34; Saúde; 05.24%; 9320388.57; 8707503.39; 612885.18;  1.08
Prefeitura Municipal de Conceição do Mato Dentro - MG;  3117504;  MG;  18235; Urbanismo; 25.03%; 11004603.66; 3007921.91; 7996681.75; Saúde; 18.51%; 14507708.70; 8595128.72; 5912579.98; Administração; 08.19%; 6963635.06; 4348227.75; 2615407.31; Educação; 07.99%; 14667864.96; 12116000.46; 2551864.50; Habitação; 07.74%; 2569823.44; 95480.08; 2474343.36;  1.05
Prefeitura Municipal de São Raimundo das Mangabeiras - MA;  2111607;  MA;  18255; Transporte; 29.93%; 5587810.77; 692146.57; 4895664.20; Educação; 15.77%; 14708443.67; 12128876.65; 2579567.02; Urbanismo; 10.07%; 1398936.61; 3045446.03; -1646509.42; Saneamento; 08.10%; 2083783.21; 758749.41; 1325033.80; Legislativa; 07.00%; 0; 1144979.56; -1144979.56;  1.22
Prefeitura Municipal de Ibirama - SC;  4206900;  SC;  18255; Urbanismo; 21.88%; 5405517.52; 3003514.49; 2402003.03; Transporte; 14.71%; 2287979.36; 673126.35; 1614853.01; Educação; 14.21%; 13605043.49; 12044918.54; 1560124.95; Saneamento; 06.92%; 0; 759154.77; -759154.77; Saúde; 06.18%; 9386328.34; 8707398.16; 678930.18;  1.05
Prefeitura Municipal de Quitandinha - PR;  4121208;  PR;  18257; Educação; 19.90%; 9071025.68; 12125259.78; -3054234.10; Urbanismo; 19.03%; 5967501.44; 3045798.87; 2921702.57; Administração; 10.79%; 2709459.40; 4365658.25; -1656198.85; Saúde; 09.19%; 7292745.91; 8703350.61; -1410604.70; Legislativa; 07.40%; 0; 1136550.06; -1136550.06;  1.15
Prefeitura Municipal de Tapauá - AM;  1304104;  AM;  18266; Educação; 19.42%; 10170970.48; 12125259.78; -1954289.30; Administração; 12.44%; 5618105.50; 4365658.25; 1252447.25; Saúde; 11.76%; 7520102.64; 8703350.61; -1183247.97; Urbanismo; 08.02%; 2239016.75; 3045798.87; -806782.12; Previdência Social; 07.41%; 0; 746269.33; -746269.33;  1.20
Prefeitura Municipal de Santo Antônio do Amparo - MG;  3159902;  MG;  18266; Saúde; 35.81%; 13932891.79; 8631883.13; 5301008.66; Educação; 31.12%; 7622844.14; 12229574.84; -4606730.70; Administração; 10.79%; 2802348.83; 4399741.85; -1597393.02; Saneamento; 04.03%; 160070.29; 756868.05; -596797.76; Urbanismo; 02.73%; 2673440.34; 3077114.57; -403674.23;  1.02
Prefeitura Municipal de Pinhalzinho - SC;  4212908;  SC;  18284; Saúde; 26.61%; 12562148.61; 8675890.10; 3886258.51; Transporte; 16.40%; 3087991.49; 692968.62; 2395022.87; Agricultura; 10.81%; 2178856.73; 600924.51; 1577932.22; Desporto e Lazer; 06.38%; 1187335.69; 255185.38; 932150.31; Previdência Social; 04.93%; 26315.58; 746269.33; -719953.75;  1.18
Prefeitura Municipal de Porciúncula - RJ;  3304102;  RJ;  18293; Saúde; 23.98%; 13670047.20; 8675890.10; 4994157.10; Previdência Social; 19.74%; 4856584.12; 746269.33; 4110314.79; Despesas (Intraorçamentárias); 10.97%; 2657319.21; 372994.45; 2284324.76; Transporte; 08.65%; 2493650.27; 692968.62; 1800681.65; Administração; 06.14%; 5676562.74; 4396932.89; 1279629.85;  1.31
Prefeitura Municipal de Tejuçuoca - CE;  2313351;  CE;  18301; Educação; 34.35%; 15185694.34; 12162211.11; 3023483.23; Administração; 18.87%; 2736154.21; 4396932.89; -1660778.68; Legislativa; 12.91%; 0; 1136398.31; -1136398.31; Saúde; 05.67%; 8176591.75; 8675890.10; -499298.35; Urbanismo; 05.02%; 2603286.36; 3045488.97; -442202.61;  1.11
Prefeitura Municipal de Viradouro - SP;  3556800;  SP;  18311; Educação; 19.05%; 13961649.25; 12209033.94; 1752615.31; Saúde; 16.51%; 10165158.38; 8645846.71; 1519311.67; Previdência Social; 11.77%; 1803536.35; 720504.52; 1083031.83; Saneamento; 10.65%; 1714650.95; 734659.76; 979991.19; Agricultura; 06.26%; 25920.92; 601575.45; -575654.53;  1.08
Prefeitura Municipal de Condeúba - BA;  2908705;  BA;  18312; Educação; 14.43%; 11322173.28; 12300493.64; -978320.36; Saneamento; 11.19%; 0; 758654.83; -758654.83; Previdência Social; 10.44%; 0; 707698.38; -707698.38; Administração; 08.86%; 5023573.29; 4422919.85; 600653.44; Encargos Especiais; 08.31%; 0; 562994.02; -562994.02;  1.14
Prefeitura Municipal de Tonantins - AM;  1304237;  AM;  18322; Educação; 46.50%; 18950116.62; 12300493.64; 6649622.98; Saúde; 07.51%; 7621162.50; 8694785.78; -1073623.28; Administração; 06.69%; 3466756.00; 4422919.85; -956163.85; Saneamento; 05.30%; 0; 758654.83; -758654.83; Previdência Social; 04.95%; 0; 707698.38; -707698.38;  1.11
Prefeitura Municipal de Formosa da Serra Negra - MA;  2104099;  MA;  18337; Transporte; 26.85%; 5323537.82; 685132.66; 4638405.16; Urbanismo; 17.16%; 95000.00; 3060232.91; -2965232.91; Saúde; 16.87%; 5779781.48; 8694785.78; -2915004.30; Administração; 06.72%; 3262295.96; 4422919.85; -1160623.89; Legislativa; 06.56%; 38.20; 1132611.40; -1132573.20;  1.13
Prefeitura Municipal de Ibirataia - BA;  2912905;  BA;  18348; Administração; 26.39%; 7979251.77; 4422919.85; 3556331.92; Educação; 22.11%; 15279367.28; 12300493.64; 2978873.64; Saúde; 06.67%; 9593723.98; 8694785.78; 898938.20; Assistência Social; 06.34%; 511659.17; 1365489.85; -853830.68; Urbanismo; 06.11%; 2236500.14; 3060232.91; -823732.77;  1.11
Prefeitura Municipal de Itacarambi - MG;  3132107;  MG;  18350; Saúde; 21.53%; 11298510.47; 8654715.20; 2643795.27; Previdência Social; 18.98%; 2996002.40; 664898.34; 2331104.06; Educação; 11.36%; 13667705.34; 12272295.65; 1395409.69; Urbanismo; 09.74%; 4297846.27; 3102096.35; 1195749.92; Administração; 08.61%; 3381064.81; 4438817.76; -1057752.95;  1.07
Prefeitura Municipal de Batalha - AL;  2700706;  AL;  18353; Administração; 18.55%; 6470874.21; 4446939.68; 2023934.53; Urbanismo; 17.14%; 1245270.13; 3115289.33; -1870019.20; Previdência Social; 11.62%; 1975627.63; 707698.38; 1267929.25; Saúde; 11.15%; 9911113.48; 8695034.81; 1216078.67; Saneamento; 06.85%; 0; 746921.54; -746921.54;  1.12
Prefeitura Municipal de Maraã - AM;  1302801;  AM;  18367; Educação; 54.94%; 21624103.49; 12275511.07; 9348592.42; Legislativa; 06.63%; 0; 1128771.51; -1128771.51; Urbanismo; 05.41%; 4036119.52; 3115289.33; 920830.19; Saúde; 04.73%; 7889588.87; 8695034.81; -805445.94; Previdência Social; 04.15%; 1964.76; 707698.38; -705733.62;  1.22
Prefeitura Municipal de Tremedal - BA;  2931806;  BA;  18367; Saúde; 19.99%; 7186692.04; 8695366.89; -1508674.85; Urbanismo; 19.24%; 1706731.80; 3158467.97; -1451736.17; Previdência Social; 09.70%; 0; 731980.86; -731980.86; Assistência Social; 07.55%; 811267.35; 1380924.01; -569656.66; Administração; 06.92%; 3921486.29; 4443399.13; -521912.84;  1.08
Prefeitura Municipal de Passagem Franca - MA;  2107902;  MA;  18387; Urbanismo; 17.82%; 377253.05; 3119772.86; -2742519.81; Educação; 15.10%; 14516268.60; 12192143.03; 2324125.57; Administração; 13.50%; 6534258.58; 4456712.70; 2077545.88; Saúde; 07.89%; 7460446.20; 8675138.51; -1214692.31; Legislativa; 07.35%; 0; 1131489.66; -1131489.66;  1.13
Prefeitura Municipal de Jucurutu - RN;  2406106;  RN;  18409; Urbanismo; 12.40%; 4107772.85; 3132752.77; 975020.08; Educação; 10.93%; 11362839.31; 12221716.49; -858877.18; Saúde; 10.80%; 7880962.43; 8730297.48; -849335.05; Saneamento; 10.24%; 0; 804895.83; -804895.83; Previdência Social; 09.41%; 0; 739838.03; -739838.03;  1.03
Prefeitura Municipal de Carmópolis de Minas - MG;  3114501;  MG;  18416; Saneamento; 23.58%; 4315400.58; 781327.55; 3534073.03; Educação; 23.36%; 8796378.73; 12297366.27; -3500987.54; Urbanismo; 15.54%; 806994.97; 3135831.97; -2328837.00; Administração; 14.63%; 6681457.43; 4488832.56; 2192624.87; Agricultura; 03.85%; 0; 577286.24; -577286.24;  1.18
Prefeitura Municipal de Envira - AM;  1301506;  AM;  18422; Administração; 30.28%; 8269036.88; 4440065.76; 3828971.12; Saúde; 30.16%; 4964044.47; 8778087.35; -3814042.88; Assistência Social; 07.12%; 482702.49; 1382602.15; -899899.66; Saneamento; 05.07%; 1413624.99; 772884.30; 640740.69; Urbanismo; 04.57%; 3709341.92; 3132074.58; 577267.34;  1.06
Prefeitura Municipal de Pitimbu - PB;  2511905;  PB;  18422; Educação; 33.40%; 1032246.09; 12346217.26; -11313971.17; Saúde; 24.51%; 460494.97; 8763136.83; -8302641.86; Administração; 12.38%; 308407.11; 4500596.49; -4192189.38; Urbanismo; 08.64%; 209644.23; 3137836.45; -2928192.22; Assistência Social; 03.80%; 91990.02; 1378077.78; -1286087.76;  1.53
Prefeitura Municipal de Jaguaripe - BA;  2917805;  BA;  18432; Educação; 51.75%; 24616055.00; 12346217.26; 12269837.74; Saúde; 10.44%; 6288059.43; 8763136.83; -2475077.40; Urbanismo; 07.90%; 5011655.57; 3137836.45; 1873819.12; Administração; 05.86%; 3110384.97; 4500596.49; -1390211.52; Saneamento; 03.33%; 0; 789892.89; -789892.89;  1.13
Prefeitura Municipal de Lagoa da Canoa - AL;  2704104;  AL;  18437; Previdência Social; 22.98%; 3222872.09; 684868.77; 2538003.32; Educação; 21.78%; 14797759.70; 12392278.36; 2405481.34; Urbanismo; 11.20%; 1897505.19; 3134666.59; -1237161.40; Saneamento; 07.15%; 0; 789892.89; -789892.89; Administração; 04.83%; 3989259.47; 4522284.09; -533024.62;  1.08
Prefeitura Municipal de Belo Campo - BA;  2903508;  BA;  18459; Administração; 25.25%; 2443572.55; 4448855.76; -2005283.21; Saúde; 16.78%; 10149933.71; 8816696.80; 1333236.91; Desporto e Lazer; 10.50%; 1065137.04; 231096.35; 834040.69; Previdência Social; 09.29%; 0; 738270.93; -738270.93; Agricultura; 06.53%; 59722.59; 578725.95; -519003.36;  1.07
Prefeitura Municipal de Castelo do Piauí - PI;  2202604;  PI;  18466; Urbanismo; 30.94%; 0; 3162427.14; -3162427.14; Educação; 17.13%; 14224140.29; 12473250.82; 1750889.47; Previdência Social; 07.22%; 0; 738270.93; -738270.93; Transporte; 06.26%; 67811.25; 707796.50; -639985.25; Administração; 05.30%; 3864421.15; 4405955.20; -541534.05;  1.34
Prefeitura Municipal de Borda da Mata - MG;  3108305;  MG;  18481; Educação; 26.73%; 9874464.36; 12473250.82; -2598786.46; Administração; 09.59%; 3473239.09; 4405955.20; -932716.11; Urbanismo; 08.68%; 2318182.47; 3162427.14; -844244.67; Saneamento; 07.91%; 21299.88; 790075.87; -768775.99; Previdência Social; 07.59%; 0; 738270.93; -738270.93;  1.22
Prefeitura Municipal de Ibipeba - BA;  2912400;  BA;  18540; Educação; 38.43%; 8307659.97; 12473250.82; -4165590.85; Administração; 09.11%; 3418672.19; 4405955.20; -987283.01; Saúde; 07.25%; 8082358.33; 8867968.05; -785609.72; Previdência Social; 06.81%; 0; 738270.93; -738270.93; Transporte; 06.46%; 1408469.45; 707796.50; 700672.95;  1.19
Prefeitura Municipal de Chapada dos Guimarães - MT;  5103007;  MT;  18548; Administração; 28.65%; 8331915.11; 4405955.20; 3925959.91; Urbanismo; 16.27%; 933154.72; 3162427.14; -2229272.42; Educação; 09.77%; 11133659.71; 12473250.82; -1339591.11; Saneamento; 06.62%; 1696859.69; 790075.87; 906783.82; Saúde; 06.34%; 9736701.35; 8867968.05; 868733.30;  1.11
Prefeitura Municipal de Conceição do Almeida - BA;  2908309;  BA;  18583; Administração; 32.55%; 15465207.14; 4405955.20; 11059251.94; Educação; 23.27%; 4568209.07; 12473250.82; -7905041.75; Saúde; 20.29%; 1976193.73; 8867968.05; -6891774.32; Urbanismo; 07.97%; 454843.13; 3162427.14; -2707584.01; Assistência Social; 03.06%; 337024.85; 1375965.62; -1038940.77;  1.15
Prefeitura Municipal de Piatã - BA;  2924306;  BA;  18584; Administração; 18.32%; 2401764.23; 4413289.87; -2011525.64; Saúde; 16.95%; 7040827.96; 8902181.12; -1861353.16; Urbanismo; 14.68%; 4741785.96; 3129547.22; 1612238.74; Educação; 09.68%; 13539964.06; 12476956.43; 1063007.63; Saneamento; 07.22%; 0; 792135.53; -792135.53;  1.00
Prefeitura Municipal de Jaicós - PI;  2205201;  PI;  18585; Urbanismo; 24.10%; 497783.29; 3191456.30; -2693673.01; Educação; 18.03%; 10519611.65; 12534978.73; -2015367.08; Saúde; 11.64%; 7588257.70; 8889051.72; -1300794.02; Transporte; 06.01%; 35412.02; 706735.90; -671323.88; Encargos Especiais; 05.06%; 0; 566120.77; -566120.77;  1.19
Prefeitura Municipal de Cafarnaum - BA;  2905305;  BA;  18595; Educação; 28.27%; 15756504.05; 12534978.73; 3221525.32; Urbanismo; 09.18%; 2145479.29; 3191456.30; -1045977.01; Administração; 08.33%; 3435836.47; 4385491.79; -949655.32; Saúde; 07.67%; 8014960.94; 8889051.72; -874090.78; Previdência Social; 06.37%; 0; 725555.18; -725555.18;  1.25
Prefeitura Municipal de Macarani - BA;  2919702;  BA;  18608; Saúde; 23.31%; 7000611.87; 8889051.72; -1888439.85; Administração; 17.60%; 2959080.06; 4385491.79; -1426411.73; Previdência Social; 08.95%; 0; 725555.18; -725555.18; Saneamento; 07.77%; 1393612.82; 764181.46; 629431.36; Assistência Social; 07.55%; 773555.08; 1385458.02; -611902.94;  1.41
Prefeitura Municipal de Jijoca de Jericoacoara - CE;  2307254;  CE;  18616; Educação; 22.99%; 14905007.37; 12516092.66; 2388914.71; Assistência Social; 12.94%; 2705027.55; 1361084.64; 1343942.91; Legislativa; 11.43%; 0; 1187531.48; -1187531.48; Administração; 09.04%; 5284848.26; 4346053.84; 938794.42; Urbanismo; 07.96%; 2378223.76; 3205210.84; -826987.08;  1.05
Prefeitura Municipal de Porto Belo - SC;  4213500;  SC;  18630; Urbanismo; 28.11%; 7247596.22; 3164721.55; 4082874.67; Educação; 25.08%; 16220883.83; 12578094.51; 3642789.32; Despesas (Intraorçamentárias); 08.08%; 1465107.51; 291252.17; 1173855.34; Comércio e Serviços; 07.19%; 1215958.35; 171332.79; 1044625.56; Administração; 06.27%; 5284143.22; 4373168.41; 910974.81;  1.13
Prefeitura Municipal de Picuí - PB;  2511400;  PB;  18634; Previdência Social; 26.29%; 3969398.63; 646068.97; 3323329.66; Administração; 14.31%; 2582169.19; 4391530.78; -1809361.59; Urbanismo; 10.35%; 1879938.71; 3188701.41; -1308762.70; Educação; 09.14%; 13642905.54; 12487571.39; 1155334.15; Saúde; 09.10%; 10038660.87; 8888333.29; 1150327.58;  1.07
Prefeitura Municipal de Cariré - CE;  2303105;  CE;  18637; Urbanismo; 23.41%; 6360750.36; 3121748.50; 3239001.86; Saúde; 14.20%; 6978773.30; 8944398.76; -1965625.46; Administração; 08.60%; 3179269.09; 4369050.68; -1189781.59; Legislativa; 08.48%; 0; 1173287.23; -1173287.23; Educação; 08.34%; 11456099.06; 12610781.27; -1154682.21;  1.03
Prefeitura Municipal de São Francisco do Guaporé - RO;  1101492;  RO;  18640; Administração; 25.22%; 7488648.29; 4363870.09; 3124778.20; Urbanismo; 14.56%; 1371602.09; 3174950.38; -1803348.29; Transporte; 13.46%; 2295911.74; 628812.54; 1667099.20; Agricultura; 09.76%; 1760173.63; 551668.38; 1208505.25; Educação; 07.94%; 13590964.71; 12607906.44; 983058.27;  1.17
Prefeitura Municipal de Boa Vista do Tupim - BA;  2903805;  BA;  18677; Educação; 24.09%; 15293206.34; 12657805.30; 2635401.04; Administração; 21.38%; 2091434.85; 4429838.45; -2338403.60; Saúde; 07.91%; 7994680.36; 8860073.91; -865393.55; Saneamento; 07.00%; 7600.00; 773516.24; -765916.24; Urbanismo; 06.85%; 3873073.20; 3123636.39; 749436.81;  1.07
Prefeitura Municipal de Papanduva - SC;  4212205;  SC;  18681; Educação; 30.40%; 8141346.08; 12770114.58; -4628768.50; Despesas (Intraorçamentárias); 13.62%; 2332222.73; 258180.38; 2074042.35; Transporte; 10.05%; 2135211.63; 605535.67; 1529675.96; Administração; 08.95%; 3008654.37; 4370686.20; -1362031.83; Previdência Social; 06.15%; 1565572.08; 628694.82; 936877.26;  1.10
Prefeitura Municipal de São José do Rio Claro - MT;  5107305;  MT;  18701; Educação; 31.91%; 9513708.57; 12753572.14; -3239863.57; Despesas (Intraorçamentárias); 13.37%; 1625430.38; 268277.42; 1357152.96; Saneamento; 07.62%; 0; 773624.81; -773624.81; Urbanismo; 07.37%; 3947221.17; 3198486.61; 748734.56; Administração; 05.63%; 3798853.23; 4369988.76; -571135.53;  1.05
Prefeitura Municipal de Jaguaruna - SC;  4208807;  SC;  18704; Transporte; 34.49%; 6421367.95; 649372.75; 5771995.20; Educação; 14.15%; 10356793.25; 12725252.00; -2368458.75; Administração; 10.83%; 6198682.28; 4385745.09; 1812937.19; Saúde; 07.38%; 7676469.52; 8911368.38; -1234898.86; Urbanismo; 05.10%; 2363858.54; 3217248.83; -853390.29;  1.16
Prefeitura Municipal de Nova Olímpia - MT;  5106232;  MT;  18704; Saúde; 31.62%; 11486903.53; 8863307.28; 2623596.25; Urbanismo; 19.06%; 1648521.78; 3229960.32; -1581438.54; Previdência Social; 12.73%; 1710096.22; 653778.07; 1056318.15; Legislativa; 08.63%; 1817460.00; 1101208.17; 716251.83; Educação; 07.03%; 12132737.20; 12716153.45; -583416.25;  1.05
Prefeitura Municipal de São José dos Quatro Marcos - MT;  5107107;  MT;  18710; Educação; 33.79%; 8863635.61; 12760422.19; -3896786.58; Administração; 14.01%; 5921680.20; 4305473.61; 1616206.59; Urbanismo; 11.52%; 1865259.00; 3194419.87; -1329160.87; Previdência Social; 06.41%; 1417711.19; 678208.01; 739503.18; Transporte; 05.69%; 0; 656646.15; -656646.15;  1.20
Prefeitura Municipal de Ibititá - BA;  2913101;  BA;  18740; Saúde; 20.71%; 6854474.14; 8893993.33; -2039519.19; Educação; 15.78%; 14289860.92; 12735684.07; 1554176.85; Urbanismo; 13.00%; 4439986.70; 3159918.17; 1280068.53; Administração; 08.92%; 3436657.72; 4315390.47; -878732.75; Previdência Social; 06.89%; 0; 678208.01; -678208.01;  1.00
Prefeitura Municipal de Morros - MA;  2107100;  MA;  18747; Educação; 29.84%; 17873529.39; 12738670.41; 5134858.98; Urbanismo; 18.11%; 61540.50; 3177682.12; -3116141.62; Administração; 08.97%; 5849154.04; 4305962.64; 1543191.40; Legislativa; 06.53%; 0; 1122933.94; -1122933.94; Saúde; 05.24%; 7912921.03; 8815214.20; -902293.17;  1.25
Prefeitura Municipal de Formoso do Araguaia - TO;  1708205;  TO;  18773; Educação; 24.66%; 9759631.48; 12738670.41; -2979038.93; Urbanismo; 20.30%; 725753.89; 3177682.12; -2451928.23; Gestão Ambiental; 14.10%; 1815628.35; 112216.79; 1703411.56; Previdência Social; 12.72%; 2214785.58; 678208.01; 1536577.57; Saneamento; 06.16%; 0; 744304.64; -744304.64;  1.16
Prefeitura Municipal de Jaboticatubas - MG;  3134608;  MG;  18785; Educação; 32.75%; 8859476.53; 12738670.41; -3879193.88; Urbanismo; 12.41%; 1707166.68; 3177682.12; -1470515.44; Previdência Social; 12.13%; 2114890.39; 678208.01; 1436682.38; Gestão Ambiental; 08.98%; 1176271.35; 112216.79; 1064054.56; Saúde; 05.39%; 9453740.38; 8815214.20; 638526.18;  1.14
Prefeitura Municipal de Ervália - MG;  3124005;  MG;  18789; Administração; 32.87%; 11977529.20; 4230158.12; 7747371.08; Educação; 22.96%; 7453370.28; 12866403.90; -5413033.62; Saúde; 15.50%; 5244407.65; 8898778.88; -3654371.23; Urbanismo; 09.08%; 1104386.78; 3244202.34; -2139815.56; Assistência Social; 03.31%; 553741.54; 1334560.44; -780818.90;  1.09
Prefeitura Municipal de Rosana - SP;  3544251;  SP;  18803; Saúde; 21.63%; 15513434.58; 8825166.82; 6688267.76; Urbanismo; 19.28%; 9195448.67; 3232878.05; 5962570.62; Encargos Especiais; 11.80%; 4276585.24; 627737.04; 3648848.20; Legislativa; 07.96%; 3581094.25; 1120001.80; 2461092.45; Educação; 07.08%; 15035160.09; 12847047.74; 2188112.35;  1.13
Prefeitura Municipal de São Simão - GO;  5220405;  GO;  18804; Saúde; 31.87%; 22907195.62; 8651843.49; 14255352.13; Educação; 13.85%; 18928867.07; 12735045.27; 6193821.80; Urbanismo; 12.78%; 8880383.10; 3164802.96; 5715580.14; Assistência Social; 09.98%; 5725656.62; 1263148.43; 4462508.19; Legislativa; 05.43%; 3522493.67; 1092451.85; 2430041.82;  1.09
Prefeitura Municipal de São Luís Gonzaga do Maranhão - MA;  2111409;  MA;  18807; Educação; 49.91%; 21157292.47; 12842019.49; 8315272.98; Urbanismo; 10.45%; 4998906.29; 3258669.15; 1740237.14; Assistência Social; 04.13%; 636003.40; 1324543.19; -688539.79; Energia; 04.10%; 730606.41; 47034.76; 683571.65; Transporte; 03.82%; 0; 637037.27; -637037.27;  1.14
Prefeitura Municipal de Cariús - CE;  2303303;  CE;  18813; Educação; 22.49%; 9312959.86; 12893225.85; -3580265.99; Urbanismo; 19.40%; 216938.23; 3305006.59; -3088068.36; Saúde; 12.78%; 6845971.49; 8880516.43; -2034544.94; Administração; 11.07%; 6062298.24; 4299311.39; 1762986.85; Saneamento; 09.47%; 2078193.06; 570316.82; 1507876.24;  1.02
Prefeitura Municipal de Conceição - PB;  2504405;  PB;  18816; Educação; 27.96%; 9279236.97; 12845622.66; -3566385.69; Urbanismo; 21.67%; 525252.54; 3289188.58; -2763936.04; Saúde; 13.41%; 10573836.00; 8863261.26; 1710574.74; Previdência Social; 05.93%; 0; 756987.44; -756987.44; Saneamento; 04.67%; 0; 595414.07; -595414.07;  1.13
