###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Macaubal - SP;  3528106;  SP;  7978; Educação; 41.13%; 2834839.08; 5533656.04; -2698816.96; Transporte; 09.54%; 1255071.22; 629325.37; 625745.85; Previdência Social; 08.43%; 839229.26; 286025.38; 553203.88; Orçamentárias); 07.22%; 595371.52; 121488.89; 473882.63; Saneamento; 06.30%; 672717.84; 259465.27; 413252.57;  1.04
Prefeitura Municipal de Bodoquena - MS;  5002159;  MS;  7979; Educação; 22.44%; 8946023.74; 5404248.93; 3541774.81; Saúde; 21.52%; 7456155.97; 4059591.73; 3396564.24; Urbanismo; 14.53%; 3598020.67; 1305589.01; 2292431.66; Administração; 09.85%; 4584631.52; 3030278.51; 1554353.01; Assistência Social; 07.61%; 1940761.51; 739030.37; 1201731.14;  1.17
Prefeitura Municipal de Novo Mundo - MT;  5106265;  MT;  7979; Transporte; 33.23%; 3050232.09; 578467.07; 2471765.02; Urbanismo; 18.55%; 0; 1379969.15; -1379969.15; Administração; 10.39%; 2281588.04; 3054850.35; -773262.31; Agricultura; 05.38%; 726004.38; 325571.42; 400432.96; Encargos Especiais; 04.36%; 0; 324677.20; -324677.20;  1.19
Prefeitura Municipal de Nova Santa Rosa - PR;  4117222;  PR;  7994; Educação; 18.51%; 4321046.38; 5422875.23; -1101828.85; Encargos Especiais; 18.49%; 1404898.27; 304197.11; 1100701.16; Urbanismo; 12.17%; 2056540.55; 1332191.25; 724349.30; Transporte; 12.08%; 1323029.02; 604018.62; 719010.40; Legislativa; 09.82%; 0; 584612.89; -584612.89;  1.02
Prefeitura Municipal de Pereiras - SP;  3537503;  SP;  8006; Administração; 18.02%; 2051760.01; 3035715.96; -983955.95; Saneamento; 14.84%; 981500.45; 171306.05; 810194.40; Cultura; 14.79%; 1047413.26; 240206.43; 807206.83; Saúde; 11.49%; 4708212.76; 4081202.93; 627009.83; Educação; 10.63%; 5988844.22; 5408744.64; 580099.58;  1.10
Prefeitura Municipal de Douradina - PR;  4107256;  PR;  8007; Saúde; 26.85%; 5589838.74; 4067802.22; 1522036.52; Administração; 11.33%; 3629728.05; 2987644.05; 642084.00; Legislativa; 10.52%; 0; 596236.68; -596236.68; Encargos Especiais; 09.93%; 871889.25; 308959.81; 562929.44; Agricultura; 06.38%; 690711.88; 328947.01; 361764.87;  1.03
Prefeitura Municipal de Lagoa Salgada - RN;  2406601;  RN;  8009; Educação; 52.34%; 13068000.70; 5336808.21; 7731192.49; Saúde; 14.16%; 6156331.54; 4064118.47; 2092213.07; Urbanismo; 06.22%; 2194592.58; 1275012.81; 919579.77; Administração; 06.12%; 3910766.40; 3006272.81; 904493.59; Transporte; 04.31%; 0; 636330.84; -636330.84;  1.12
Prefeitura Municipal de Guaraqueçaba - PR;  4109500;  PR;  8012; Administração; 33.40%; 5675891.84; 2997109.88; 2678781.96; Urbanismo; 14.51%; 146331.39; 1309960.13; -1163628.74; Legislativa; 07.42%; 0; 595437.78; -595437.78; Transporte; 06.94%; 80635.45; 637304.96; -556669.51; Educação; 06.39%; 6003801.31; 5490927.29; 512874.02;  1.10
Prefeitura Municipal de Pedro Osório - RS;  4314209;  RS;  8024; Educação; 25.22%; 3875964.75; 5498754.42; -1622789.67; Saúde; 22.55%; 2649660.26; 4100686.33; -1451026.07; Administração; 09.12%; 2437335.35; 3024194.67; -586859.32; Agricultura; 06.39%; 739342.04; 328021.83; 411320.21; Legislativa; 05.74%; 222454.15; 592020.86; -369566.71;  0.99
Prefeitura Municipal de Cezarina - GO;  5205455;  GO;  8026; Habitação; 26.21%; 4110117.00; 25895.21; 4084221.79; Administração; 19.40%; 5960644.93; 2938221.07; 3022423.86; Assistência Social; 12.08%; 2605787.30; 723709.06; 1882078.24; Saúde; 09.05%; 5459307.56; 4049145.09; 1410162.47; Urbanismo; 08.50%; 0; 1323672.31; -1323672.31;  1.26
Prefeitura Municipal de Santa Bárbara do Leste - MG;  3157252;  MG;  8027; Saúde; 23.13%; 2855056.02; 4107180.68; -1252124.66; Administração; 17.30%; 2043119.42; 2979957.74; -936838.32; Educação; 14.22%; 4718234.33; 5488017.13; -769782.80; Urbanismo; 12.99%; 636877.01; 1340474.52; -703597.51; Encargos Especiais; 03.93%; 115780.00; 328576.24; -212796.24;  1.00
Prefeitura Municipal de Boa Vista da Aparecida - PR;  4103057;  PR;  8028; Educação; 16.02%; 4248849.79; 5461940.85; -1213091.06; Saúde; 13.71%; 5145644.37; 4107511.07; 1038133.30; Agricultura; 10.93%; 1153971.28; 326201.39; 827769.89; Encargos Especiais; 09.55%; 1057703.47; 334280.05; 723423.42; Transporte; 08.57%; 1303784.11; 654648.73; 649135.38;  1.03
Prefeitura Municipal de Cristalândia do Piauí - PI;  2203008;  PI;  8033; Saúde; 16.68%; 3416003.72; 4127491.16; -711487.44; Urbanismo; 11.00%; 879294.84; 1348271.63; -468976.79; Administração; 08.57%; 2567056.71; 2932537.18; -365480.47; Encargos Especiais; 07.89%; 0; 336601.99; -336601.99; Saneamento; 06.76%; 502583.51; 214181.83; 288401.68;  1.05
Prefeitura Municipal de Madeiro - PI;  2205854;  PI;  8034; Educação; 19.72%; 6996073.08; 5433032.32; 1563040.76; Saúde; 17.36%; 2796405.86; 4172946.75; -1376540.89; Urbanismo; 13.79%; 276909.63; 1370029.17; -1093119.54; Administração; 12.62%; 1941566.05; 2942123.75; -1000557.70; Transporte; 07.49%; 50036.18; 643718.97; -593682.79;  1.01
Prefeitura Municipal de Chapadão do Céu - GO;  5205471;  GO;  8042; Saúde; 21.08%; 9855311.19; 4000631.37; 5854679.82; Educação; 21.03%; 11151198.06; 5308824.85; 5842373.21; Administração; 17.17%; 7603424.07; 2833577.07; 4769847.00; Urbanismo; 07.65%; 3435295.89; 1309116.47; 2126179.42; Assistência Social; 06.90%; 2606830.80; 690185.12; 1916645.68;  0.99
Prefeitura Municipal de Santo Antônio do Aracanguá - SP;  3548054;  SP;  8048; Educação; 24.60%; 10000773.27; 5270118.77; 4730654.50; Saúde; 24.07%; 8624145.15; 3995853.55; 4628291.60; Urbanismo; 14.29%; 4085141.95; 1337310.36; 2747831.59; Administração; 11.09%; 4945325.67; 2812430.31; 2132895.36; Assistência Social; 05.71%; 1788561.81; 690581.01; 1097980.80;  1.11
Prefeitura Municipal de Nova Itarana - BA;  2922805;  BA;  8058; Saúde; 22.32%; 2932998.51; 4088505.63; -1155507.12; Transporte; 12.96%; 210.50; 671206.10; -670995.60; Administração; 11.50%; 3459833.52; 2864489.79; 595343.73; Assistência Social; 07.14%; 344121.82; 714027.55; -369905.73; Previdência Social; 06.64%; 0; 343981.74; -343981.74;  1.06
Prefeitura Municipal de Jequitaí - MG;  3135605;  MG;  8069; Administração; 22.10%; 1655853.85; 2876775.60; -1220921.75; Urbanismo; 14.02%; 607259.17; 1381727.20; -774468.03; Educação; 09.25%; 4866796.48; 5377688.24; -510891.76; Encargos Especiais; 09.18%; 842231.53; 335123.05; 507108.48; Saúde; 07.98%; 3641131.93; 4082158.40; -441026.47;  1.03
Prefeitura Municipal de Aparecida - PB;  2500775;  PB;  8081; Saúde; 22.88%; 2787579.57; 4110265.74; -1322686.17; Administração; 20.85%; 1639895.76; 2845378.63; -1205482.87; Educação; 12.91%; 4657883.64; 5404187.38; -746303.74; Transporte; 11.69%; 29875.00; 706043.18; -676168.18; Encargos Especiais; 04.77%; 69678.98; 345573.14; -275894.16;  0.98
Prefeitura Municipal de Serra Negra do Norte - RN;  2413409;  RN;  8083; Administração; 20.17%; 1719324.20; 2833442.79; -1114118.59; Saúde; 16.08%; 3210253.80; 4098393.09; -888139.29; Transporte; 12.75%; 0; 704295.59; -704295.59; Saneamento; 08.61%; 686715.17; 211295.03; 475420.14; Desporto e Lazer; 08.23%; 616174.60; 161667.06; 454507.54;  1.11
Prefeitura Municipal de Nova Fátima - BA;  2922730;  BA;  8083; Saúde; 29.47%; 1652121.33; 4118760.63; -2466639.30; Administração; 18.83%; 4374320.46; 2798632.51; 1575687.95; Educação; 13.86%; 4285921.89; 5446248.23; -1160326.34; Transporte; 08.67%; 0; 725671.89; -725671.89; Urbanismo; 05.88%; 1842974.03; 1350734.27; 492239.76;  1.05
Prefeitura Municipal de Praia Norte - TO;  1718303;  TO;  8085; Educação; 25.50%; 7645656.47; 5411609.99; 2234046.48; Saúde; 14.16%; 2860339.99; 4101005.35; -1240665.36; Administração; 10.40%; 1942315.75; 2852941.74; -910625.99; Urbanismo; 08.80%; 603580.20; 1374647.15; -771066.95; Gestão Ambiental; 08.08%; 768782.20; 60717.30; 708064.90;  1.13
Prefeitura Municipal de Cristais Paulista - SP;  3513207;  SP;  8089; Educação; 24.81%; 7787443.08; 5450143.40; 2337299.68; Urbanismo; 24.19%; 3632236.43; 1353232.41; 2279004.02; Administração; 08.88%; 2033578.43; 2870199.37; -836620.94; Desporto e Lazer; 08.63%; 976173.19; 163687.80; 812485.39; Transporte; 06.56%; 134345.20; 752181.94; -617836.74;  0.97
Prefeitura Municipal de Baldim - MG;  3105004;  MG;  8093; Educação; 27.23%; 4171850.64; 5554824.49; -1382973.85; Administração; 21.03%; 1798686.01; 2866873.02; -1068187.01; Transporte; 08.35%; 328359.76; 752508.22; -424148.46; Assistência Social; 07.63%; 326374.70; 713810.14; -387435.44; Urbanismo; 05.82%; 1038226.45; 1334042.54; -295816.09;  1.14
Prefeitura Municipal de Comercinho - MG;  3117009;  MG;  8094; Administração; 25.20%; 1275531.29; 2869412.22; -1593880.93; Saúde; 19.53%; 2848141.28; 4083030.05; -1234888.77; Educação; 15.54%; 4547829.80; 5530544.47; -982714.67; Transporte; 08.30%; 216152.52; 740835.31; -524682.79; Urbanismo; 06.71%; 906257.53; 1330859.01; -424601.48;  1.10
Prefeitura Municipal de Santana de Pirapama - MG;  3158508;  MG;  8106; Educação; 32.45%; 3991049.50; 5572776.64; -1581727.14; Administração; 17.18%; 1994516.15; 2831916.32; -837400.17; Saúde; 11.94%; 3479532.37; 4061680.19; -582147.82; Assistência Social; 08.26%; 302352.64; 705007.41; -402654.77; Transporte; 04.23%; 924632.80; 718196.33; 206436.47;  0.99
Prefeitura Municipal de Brejo Grande - SE;  2800704;  SE;  8110; Administração; 32.43%; 7264502.27; 2753198.60; 4511303.67; Saúde; 21.70%; 1073902.68; 4093169.15; -3019266.47; Cultura; 10.49%; 1670707.54; 210700.71; 1460006.83; Urbanismo; 08.31%; 172290.11; 1327807.73; -1155517.62; Transporte; 05.07%; 34450.08; 739576.33; -705126.25;  1.13
Prefeitura Municipal de Barra de São Miguel - AL;  2700607;  AL;  8112; Urbanismo; 21.78%; 2827040.38; 1287810.41; 1539229.97; Saneamento; 17.74%; 1459624.92; 206422.91; 1253202.01; Educação; 11.35%; 6402532.53; 5600854.55; 801677.98; Transporte; 10.30%; 0; 727887.44; -727887.44; Administração; 05.91%; 3207999.86; 2790639.14; 417360.72;  1.18
Prefeitura Municipal de Brasileira - PI;  2201960;  PI;  8116; Educação; 21.20%; 4291111.83; 5705221.25; -1414109.42; Saúde; 16.67%; 2969039.25; 4081072.45; -1112033.20; Administração; 14.48%; 1869124.86; 2835044.35; -965919.49; Urbanismo; 13.79%; 410079.76; 1329510.16; -919430.40; Transporte; 08.30%; 144022.53; 697301.70; -553279.17;  1.03
Prefeitura Municipal de Marcação - PB;  2509057;  PB;  8117; Saúde; 22.15%; 2848489.42; 4060537.58; -1212048.16; Transporte; 12.78%; 0; 699529.62; -699529.62; Educação; 12.33%; 6391194.92; 5716588.80; 674606.12; Urbanismo; 12.22%; 640445.98; 1309373.40; -668927.42; Encargos Especiais; 05.83%; 0; 318889.47; -318889.47;  1.14
Prefeitura Municipal de Marcolândia - PI;  2205953;  PI;  8121; Saúde; 22.61%; 2364817.50; 4032823.75; -1668006.25; Educação; 14.35%; 6724940.27; 5666233.66; 1058706.61; Administração; 13.89%; 1772985.56; 2797855.35; -1024869.79; Urbanismo; 12.75%; 366027.22; 1306996.76; -940969.54; Transporte; 08.73%; 32600.00; 676630.70; -644030.70;  1.17
Prefeitura Municipal de Irapuru - SP;  3521606;  SP;  8123; Educação; 27.28%; 4175571.74; 5711353.25; -1535781.51; Saúde; 13.67%; 3230618.80; 4000261.82; -769643.02; Administração; 11.24%; 2152499.00; 2785420.52; -632921.52; Transporte; 10.37%; 94192.13; 677867.49; -583675.36; Urbanismo; 07.50%; 1712970.89; 1290658.29; 422312.60;  1.13
Prefeitura Municipal de Teodoro Sampaio - BA;  2931400;  BA;  8125; Transporte; 15.11%; 0; 679221.86; -679221.86; Urbanismo; 12.62%; 1839352.68; 1271993.36; 567359.32; Administração; 12.36%; 2212603.80; 2768138.43; -555534.63; Saúde; 10.96%; 3491083.17; 3983795.50; -492712.33; Agricultura; 06.43%; 2505.00; 291460.44; -288955.44;  1.13
Prefeitura Municipal de Tapiraí - SP;  3553500;  SP;  8125; Saúde; 19.91%; 5068139.41; 3973550.04; 1094589.37; Urbanismo; 17.41%; 2235146.62; 1278131.71; 957014.91; Educação; 11.37%; 6327268.99; 5702118.26; 625150.73; Transporte; 10.43%; 1229446.00; 656186.97; 573259.03; Legislativa; 05.73%; 851013.77; 536096.39; 314917.38;  1.09
Prefeitura Municipal de Tuparetama - PE;  2615904;  PE;  8129; Previdência Social; 18.99%; 1315517.93; 248659.75; 1066858.18; Educação; 14.21%; 4946393.55; 5745024.19; -798630.64; Transporte; 12.19%; 0; 685074.48; -685074.48; Orçamentárias); 10.86%; 668595.89; 58585.72; 610010.17; Cultura; 08.60%; 717382.67; 234019.56; 483363.11;  1.13
Prefeitura Municipal de Tasso Fragoso - MA;  2112001;  MA;  8130; Transporte; 16.43%; 2808920.87; 653748.22; 2155172.65; Urbanismo; 13.92%; 3068201.51; 1243024.90; 1825176.61; Educação; 13.42%; 7449504.69; 5689043.98; 1760460.71; Saúde; 12.72%; 5564455.20; 3895753.69; 1668701.51; Administração; 12.68%; 4399640.50; 2736288.47; 1663352.03;  1.05
Prefeitura Municipal de Iraí - RS;  4310504;  RS;  8132; Educação; 40.40%; 3381864.52; 5806468.96; -2424604.44; Urbanismo; 15.93%; 399452.73; 1355359.78; -955907.05; Administração; 10.56%; 3427469.55; 2793855.11; 633614.44; Saúde; 06.80%; 3521215.45; 3929477.98; -408262.53; Previdência Social; 04.30%; 0; 258360.10; -258360.10;  1.13
Prefeitura Municipal de Leopoldo de Bulhões - GO;  5212303;  GO;  8133; Previdência Social; 20.93%; 1459547.79; 234916.23; 1224631.56; Saúde; 12.77%; 3150716.82; 3897722.43; -747005.61; Transporte; 11.80%; 871.00; 691450.12; -690579.12; Educação; 09.36%; 5195740.19; 5743151.08; -547410.89; Administração; 08.41%; 2273336.87; 2765260.84; -491923.97;  1.12
Prefeitura Municipal de Buriti dos Montes - PI;  2202026;  PI;  8138; Administração; 24.80%; 1503719.22; 2762325.78; -1258606.56; Urbanismo; 16.11%; 518353.18; 1335722.03; -817368.85; Desporto e Lazer; 12.93%; 807077.18; 151124.45; 655952.73; Transporte; 10.54%; 112158.75; 647069.83; -534911.08; Educação; 05.60%; 6003793.58; 5719711.47; 284082.11;  1.02
Prefeitura Municipal de Armazém - SC;  4201505;  SC;  8159; Educação; 22.50%; 4214813.17; 5751532.94; -1536719.77; Transporte; 16.78%; 1768802.17; 622881.81; 1145920.36; Administração; 11.60%; 1950863.47; 2743127.59; -792264.12; Saúde; 10.73%; 3173118.41; 3905607.13; -732488.72; Urbanismo; 06.61%; 871290.80; 1322536.96; -451246.16;  1.14
Prefeitura Municipal de Monte Alegre de Goiás - GO;  5213509;  GO;  8166; Educação; 21.80%; 4705549.03; 5778781.25; -1073232.22; Administração; 14.96%; 1999803.66; 2736518.01; -736714.35; Saúde; 11.91%; 3302498.16; 3888822.33; -586324.17; Transporte; 07.80%; 251521.52; 635606.90; -384085.38; Urbanismo; 05.64%; 1052860.32; 1330673.22; -277812.90;  1.10
Prefeitura Municipal de Cruzeta - RN;  2403004;  RN;  8182; Educação; 21.23%; 4662859.22; 5754918.19; -1092058.97; Urbanismo; 20.68%; 265715.66; 1329311.81; -1063596.15; Transporte; 12.36%; 0; 635699.21; -635699.21; Administração; 08.19%; 3131670.16; 2710466.61; 421203.55; Saúde; 07.28%; 3484160.37; 3858440.88; -374280.51;  1.22
Prefeitura Municipal de Palmeirina - PE;  2610103;  PE;  8191; Educação; 37.61%; 8346917.97; 5568894.54; 2778023.43; Previdência Social; 23.21%; 1958438.40; 244098.04; 1714340.36; Administração; 09.21%; 3383382.65; 2703073.42; 680309.23; Transporte; 05.90%; 197255.40; 632881.27; -435625.87; Saúde; 03.76%; 4089662.73; 3811750.31; 277912.42;  1.15
Prefeitura Municipal de Desterro - PB;  2505402;  PB;  8196; Administração; 22.18%; 1421558.21; 2679357.96; -1257799.75; Saúde; 15.36%; 2957867.38; 3829095.69; -871228.31; Transporte; 11.27%; 0; 639186.46; -639186.46; Previdência Social; 11.24%; 902606.20; 265388.35; 637217.85; Educação; 10.71%; 4975567.67; 5583048.88; -607481.21;  1.14
Prefeitura Municipal de Delfim Moreira - MG;  3121100;  MG;  8197; Educação; 20.63%; 4318039.90; 5621457.11; -1303417.21; Saúde; 15.58%; 2846724.43; 3831316.55; -984592.12; Administração; 15.34%; 1701399.13; 2670431.16; -969032.03; Assistência Social; 08.01%; 179732.23; 685721.74; -505989.51; Previdência Social; 06.30%; 667090.94; 268752.85; 398338.09;  1.10
Prefeitura Municipal de Montes Claros de Goiás - GO;  5213707;  GO;  8210; Saneamento; 16.82%; 1738421.77; 217464.57; 1520957.20; Saúde; 15.73%; 5195490.34; 3773121.72; 1422368.62; Previdência Social; 13.10%; 1448329.05; 263560.68; 1184768.37; Urbanismo; 09.81%; 2196344.24; 1309255.00; 887089.24; Transporte; 07.42%; 1268028.46; 597200.93; 670827.53;  1.21
Prefeitura Municipal de Iguatama - MG;  3130309;  MG;  8213; Saúde; 24.28%; 5921748.92; 3767166.53; 2154582.39; Educação; 17.39%; 4049064.63; 5592128.03; -1543063.40; Encargos Especiais; 12.41%; 1383587.86; 282233.93; 1101353.93; Orçamentárias); 09.50%; 916501.96; 73605.43; 842896.53; Saneamento; 06.23%; 784614.98; 231995.93; 552619.05;  1.09
Prefeitura Municipal de Ibiaí - MG;  3129608;  MG;  8215; Educação; 35.57%; 3607212.19; 5590717.71; -1983505.52; Administração; 15.06%; 1743895.28; 2583735.08; -839839.80; Transporte; 09.21%; 1127063.15; 613529.68; 513533.47; Saúde; 07.74%; 3352457.76; 3784373.33; -431915.57; Assistência Social; 05.51%; 336042.67; 643046.49; -307003.82;  0.99
Prefeitura Municipal de Ouro Verde - SP;  3534807;  SP;  8216; Administração; 40.76%; 5266484.71; 2538746.77; 2727737.94; Educação; 18.87%; 6820714.18; 5557924.73; 1262789.45; Transporte; 09.32%; 0; 623859.21; -623859.21; Urbanismo; 05.68%; 920642.53; 1300738.71; -380096.18; Saúde; 05.39%; 4118398.87; 3757953.39; 360445.48;  1.09
Prefeitura Municipal de Reginópolis - SP;  3542503;  SP;  8218; Saúde; 26.36%; 4969397.62; 3754754.31; 1214643.31; Educação; 10.81%; 5077899.01; 5575882.41; -497983.40; Essencial à Justiça; 08.61%; 400685.75; 4000.30; 396685.45; Transporte; 08.25%; 988888.10; 609017.44; 379870.66; Desporto e Lazer; 07.12%; 478772.83; 150842.37; 327930.46;  1.03
Prefeitura Municipal de Santa Cruz de Monte Castelo - PR;  4123303;  PR;  8222; Saúde; 34.88%; 6797954.02; 3640265.84; 3157688.18; Urbanismo; 17.54%; 2839417.99; 1251812.32; 1587605.67; Educação; 08.83%; 4673320.83; 5472332.30; -799011.47; Transporte; 08.32%; 1330646.85; 577088.94; 753557.91; Encargos Especiais; 08.09%; 1020568.16; 288219.75; 732348.41;  1.04
Prefeitura Municipal de Guarani das Missões - RS;  4309506;  RS;  8227; Orçamentárias); 24.63%; 2002347.24; 58093.35; 1944253.89; Previdência Social; 22.07%; 2039406.51; 297852.15; 1741554.36; Educação; 14.25%; 4267963.72; 5392346.14; -1124382.42; Transporte; 09.20%; 1287209.73; 560685.66; 726524.07; Agricultura; 07.36%; 824569.07; 244000.70; 580568.37;  0.99
Prefeitura Municipal de Anita Garibaldi - SC;  4201000;  SC;  8230; Transporte; 29.57%; 2978666.71; 549504.74; 2429161.97; Educação; 15.92%; 6737818.30; 5429415.99; 1308402.31; Urbanismo; 09.95%; 433468.96; 1250725.56; -817256.60; Encargos Especiais; 09.54%; 1062064.37; 278224.28; 783840.09; Administração; 08.38%; 1820143.03; 2508437.63; -688294.60;  0.99
Prefeitura Municipal de Itaquara - BA;  2916708;  BA;  8231; Administração; 23.83%; 3836486.16; 2483181.00; 1353305.16; Urbanismo; 22.12%; 0; 1256173.54; -1256173.54; Transporte; 10.57%; 0; 600483.58; -600483.58; Educação; 10.17%; 4901470.48; 5479068.53; -577598.05; Previdência Social; 06.75%; 0; 383107.30; -383107.30;  1.19
Prefeitura Municipal de Itamarati - AM;  1301951;  AM;  8232; Urbanismo; 30.08%; 5021825.13; 1234400.63; 3787424.50; Educação; 27.48%; 8942728.03; 5482548.34; 3460179.69; Agricultura; 06.24%; 1036741.15; 251371.21; 785369.94; Administração; 04.70%; 1922498.76; 2514560.86; -592062.10; Desporto e Lazer; 04.55%; 718309.95; 145525.45; 572784.50;  2.22
Prefeitura Municipal de Japaratinga - AL;  2703601;  AL;  8234; Saúde; 23.87%; 2477526.01; 3687678.49; -1210152.48; Previdência Social; 13.10%; 1030929.89; 366640.10; 664289.79; Transporte; 11.85%; 0; 600595.37; -600595.37; Cultura; 09.59%; 691949.65; 205800.22; 486149.43; Encargos Especiais; 05.77%; 0; 292556.77; -292556.77;  1.17
Prefeitura Municipal de Milagres do Maranhão - MA;  2106672;  MA;  8237; Educação; 24.09%; 7220097.59; 5504132.95; 1715964.64; Urbanismo; 15.15%; 159141.01; 1238293.37; -1079152.36; Transporte; 12.78%; 1496341.00; 585812.02; 910528.98; Administração; 09.92%; 1822622.89; 2529317.31; -706694.42; Legislativa; 07.39%; 0; 526137.75; -526137.75;  1.10
Prefeitura Municipal de Comendador Levy Gasparian - RJ;  3300951;  RJ;  8240; Administração; 36.00%; 9204802.96; 2492864.49; 6711938.47; Saúde; 29.16%; 9136154.66; 3700348.10; 5435806.56; Educação; 09.50%; 7316861.67; 5546049.75; 1770811.92; Urbanismo; 05.63%; 2264601.41; 1214238.61; 1050362.80; Encargos Especiais; 04.60%; 1155591.28; 297247.00; 858344.28;  1.40
Prefeitura Municipal de Tupãssi - PR;  4127957;  PR;  8243; Transporte; 30.88%; 3174185.29; 566513.01; 2607672.28; Agricultura; 11.08%; 1168703.10; 233307.55; 935395.55; Educação; 08.45%; 4824936.37; 5538227.91; -713291.54; Administração; 06.35%; 3013030.44; 2476813.80; 536216.64; Desporto e Lazer; 05.40%; 586854.41; 130404.54; 456449.87;  1.06
Prefeitura Municipal de Arealva - SP;  3503406;  SP;  8245; Urbanismo; 23.68%; 2722217.36; 1182691.44; 1539525.92; Educação; 22.32%; 6928457.03; 5477375.00; 1451082.03; Saúde; 17.90%; 4853433.25; 3689591.36; 1163841.89; Assistência Social; 06.46%; 1028292.44; 608258.25; 420034.19; Previdência Social; 06.16%; 0; 400654.02; -400654.02;  0.97
Prefeitura Municipal de Central do Maranhão - MA;  2103125;  MA;  8255; Educação; 33.00%; 7775467.65; 5422015.22; 2353452.43; Urbanismo; 12.94%; 259940.77; 1183147.35; -923206.58; Saúde; 08.53%; 3089637.10; 3698132.47; -608495.37; Legislativa; 07.36%; 0; 524902.35; -524902.35; Administração; 05.98%; 2084644.56; 2510825.22; -426180.66;  1.10
Prefeitura Municipal de Riachinho - MG;  3154457;  MG;  8257; Educação; 36.17%; 3657904.61; 5491836.61; -1833932.00; Administração; 16.39%; 1711914.36; 2542971.32; -831056.96; Orçamentárias); 09.73%; 583779.93; 90294.70; 493485.23; Transporte; 07.50%; 1007286.09; 626893.58; 380392.51; Assistência Social; 05.97%; 312517.28; 615144.92; -302627.64;  1.17
Prefeitura Municipal de Itamari - BA;  2915700;  BA;  8259; Educação; 40.01%; 8781323.99; 5419656.65; 3361667.34; Saneamento; 10.77%; 1113732.23; 209129.26; 904602.97; Urbanismo; 08.34%; 455611.96; 1156057.64; -700445.68; Transporte; 07.94%; 6949.67; 674043.96; -667094.29; Saúde; 06.76%; 4264005.82; 3695823.43; 568182.39;  1.19
Prefeitura Municipal de Santa Rosa do Sul - SC;  4215653;  SC;  8261; Educação; 26.27%; 3878513.67; 5506095.53; -1627581.86; Administração; 18.53%; 1407559.83; 2555216.17; -1147656.34; Saúde; 11.53%; 3019252.45; 3733807.45; -714555.00; Encargos Especiais; 07.94%; 783584.17; 291957.91; 491626.26; Urbanismo; 07.10%; 708428.72; 1148455.23; -440026.51;  1.03
Prefeitura Municipal de Feira Nova do Maranhão - MA;  2104073;  MA;  8263; Educação; 33.49%; 7523846.00; 5423570.54; 2100275.46; Urbanismo; 18.23%; 28913.93; 1172112.60; -1143198.67; Transporte; 08.65%; 1208817.46; 666109.04; 542708.42; Legislativa; 08.22%; 0; 515710.06; -515710.06; Previdência Social; 06.58%; 0; 412628.23; -412628.23;  1.13
Prefeitura Municipal de Japorã - MS;  5004809;  MS;  8288; Educação; 40.26%; 8642540.78; 5370475.09; 3272065.69; Administração; 20.96%; 4143889.07; 2440290.48; 1703598.59; Assistência Social; 06.42%; 1132587.49; 611140.93; 521446.56; Previdência Social; 05.25%; 0; 426963.72; -426963.72; Transporte; 05.10%; 287346.15; 701551.89; -414205.74;  1.15
Prefeitura Municipal de Nazária - PI;  2206720;  PI;  8289; Educação; 30.47%; 7656749.82; 5409358.31; 2247391.51; Saúde; 16.17%; 2595751.71; 3788549.77; -1192798.06; Administração; 12.19%; 1608888.02; 2507665.58; -898777.56; Urbanismo; 10.08%; 422302.04; 1165321.87; -743019.83; Transporte; 09.38%; 11932.00; 703428.92; -691496.92;  1.01
Prefeitura Municipal de Santa Cruz de Minas - MG;  3157336;  MG;  8298; Educação; 43.69%; 2287649.00; 5522365.70; -3234716.70; Saúde; 18.22%; 2444921.45; 3794048.99; -1349127.54; Transporte; 09.51%; 0; 703774.95; -703774.95; Assistência Social; 07.67%; 1178183.82; 610555.19; 567628.63; Previdência Social; 05.97%; 0; 442074.81; -442074.81;  1.17
Prefeitura Municipal de Mata Verde - MG;  3140555;  MG;  8299; Administração; 21.65%; 1521649.09; 2489165.45; -967516.36; Educação; 17.64%; 4656395.27; 5444772.92; -788377.65; Saúde; 13.47%; 3206920.09; 3809064.58; -602144.49; Previdência Social; 09.83%; 0; 439181.02; -439181.02; Encargos Especiais; 09.23%; 731522.00; 318962.18; 412559.82;  1.11
Prefeitura Municipal de Barra de Santana - PB;  2501575;  PB;  8305; Administração; 30.29%; 939457.95; 2495523.05; -1556065.10; Educação; 20.74%; 6486610.12; 5421169.49; 1065440.63; Transporte; 14.15%; 613.68; 727368.16; -726754.48; Previdência Social; 08.55%; 0; 439181.02; -439181.02; Agricultura; 05.27%; 556810.59; 286248.44; 270562.15;  0.97
